Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
52,"Z Allen-Zhu, Y Li","Feature purification: How adversarial training performs robust deep learning",2022,"2021 IEEE 62nd Annual Symposium on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9719702/?casa_token=L1k6DOV2KS8AAAAA:Axq_lHxUu_0me2OXktGcB7vUGqnbTKWkJMmhTo7Fht5y9mgYGWaC2jlHa6h1rJ_HOjn1swynMg","https://scholar.google.com/scholar?cites=13399103190324768414&as_sdt=2005&sciodt=2007&hl=en",12,"2022-07-14 12:23:15","","","","",,,,,52,52.00,26,2,1,"… -trained, well-generalizing neural network can still be non-robust to adversarial attacks. Other theories about adversarial examples focus on how adversarial training might require more …","https://ieeexplore.ieee.org/iel7/9719594/9719683/09719702.pdf?casa_token=-fB-A3tZNUYAAAAA:3vNBNzuev6UkTgC8aNzd3ed0DpdcYV_P9nsJxpL9BgaLmhM5ewFTzPIpcMspjAm3eZ7QWH-yag","https://scholar.google.com/scholar?q=related:nm4cMFwt87kJ:scholar.google.com/&scioq=%22robust%22+%22neural+network%22+%22adversarial%22&hl=en&as_sdt=2007"
0,"L Liang, K Xu, X Hu, L Deng, Y Xie","Toward Robust Spiking Neural Network Against Adversarial Perturbation",2022,"arXiv preprint arXiv:2205.01625","arxiv.org","https://arxiv.org/abs/2205.01625","",86,"2022-07-14 12:23:15","","","","",,,,,0,0.00,0,5,1,"… studies on the adversarial attack in SNNs. Finally, we elaborate the robust training via certification in … In this work, we will use the adversarial attack as an assessment tool to evaluate the …","https://arxiv.org/pdf/2205.01625","https://scholar.google.com/scholar?q=related:UOpImzc_6-4J:scholar.google.com/&scioq=%22robust%22+%22neural+network%22+%22adversarial%22&hl=en&as_sdt=2007"
1,"J Ho, BG Lee, DK Kang","Attack-less adversarial training for a robust adversarial defense",2022,"Applied Intelligence","Springer","https://link.springer.com/article/10.1007/s10489-021-02523-y","https://scholar.google.com/scholar?cites=66027258576897508&as_sdt=2005&sciodt=2007&hl=en",93,"2022-07-14 12:23:15","","10.1007/s10489-021-02523-y","","",,,,,1,1.00,0,3,1,"… We also provide the comparison between ALAT and adversarial training that trains a neural network with FGSM by combining with random initialization, namely fast is better than free (…","https://scholar.google.com/scholar?output=instlink&q=info:5AX4HHGT6gAJ:scholar.google.com/&hl=en&as_sdt=2007&scillfp=11659039249023176457&oi=lle","https://scholar.google.com/scholar?q=related:5AX4HHGT6gAJ:scholar.google.com/&scioq=%22robust%22+%22neural+network%22+%22adversarial%22&hl=en&as_sdt=2007"
8,"S Lee, H Kim, J Lee","Graddiv: Adversarial robustness of randomized neural networks via gradient diversity regularization",2022,"IEEE Transactions on Pattern Analysis …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9761760/?casa_token=adMs16VgyVoAAAAA:HmrYRCtxPwihz1eZ6kvKHhRDI2FZgR7jSQPp__HQPWPB-OGbKcH_CjImEVhCGfpEmfDls0sPVQ","https://scholar.google.com/scholar?cites=14867588415008978694&as_sdt=2005&sciodt=2007&hl=en",95,"2022-07-14 12:23:15","","","","",,,,,8,8.00,3,3,1,"… : ”How can we build a robust randomized neural network against adversarial attacks?” To answer this question, we first investigate the effect of adversarial attacks using proxy gradients …","https://ieeexplore.ieee.org/iel7/34/4359286/09761760.pdf?casa_token=W-Dtgwg0BiwAAAAA:P5nJESw8nIwFqe8dsW6QHAyJ5KvzNUliNaYltBT2GZseeYVtUzCX7ETEXRwGSb4yDO8LbHMOYQ","https://scholar.google.com/scholar?q=related:BrdSP-RIVM4J:scholar.google.com/&scioq=%22robust%22+%22neural+network%22+%22adversarial%22&hl=en&as_sdt=2007"
0,"BG Doan, EM Abbasnejad, JQ Shi…","Bayesian Learning with Information Gain Provably Bounds Risk for a Robust Adversarial Defense",2022,"International …","proceedings.mlr.press","https://proceedings.mlr.press/v162/doan22a.html","",103,"2022-07-14 12:23:15","","","","",,,,,0,0.00,0,4,1,"… neural network model robust against adversarial attacks. Previous algorithms demonstrate an adversarially trained Bayesian Neural Network (… intuition that a robust model should ignore …","https://proceedings.mlr.press/v162/doan22a/doan22a.pdf",""
2,"H Jiang, J Lin, H Kang","FGMD: A robust detector against adversarial attacks in the IoT network",2022,"Future Generation Computer Systems","Elsevier","https://www.sciencedirect.com/science/article/pii/S0167739X22000620?casa_token=BrvIKNj3lfQAAAAA:CgGjwEQ6pwj8uG9WqtQgQ8epL9c9rv-q5i12mSDF0LEkQwXSWy4Vre5FRDnEGtQXa6H5vhh9B8M","https://scholar.google.com/scholar?cites=15578068299292895073&as_sdt=2005&sciodt=2007&hl=en",118,"2022-07-14 12:23:15","HTML","","","",,,,,2,2.00,1,3,1,"… robust detector can defend against adversarial attacks in IoT networks and will not degrade performance in the absence of adversarial … (CNN), and Recurrent Neural Network (RNN). …","https://www.sciencedirect.com/science/article/pii/S0167739X22000620?casa_token=BrvIKNj3lfQAAAAA:CgGjwEQ6pwj8uG9WqtQgQ8epL9c9rv-q5i12mSDF0LEkQwXSWy4Vre5FRDnEGtQXa6H5vhh9B8M","https://scholar.google.com/scholar?q=related:YWcgApVqMNgJ:scholar.google.com/&scioq=%22robust%22+%22neural+network%22+%22adversarial%22&hl=en&as_sdt=2007"
0,"S Dey, P Dasgupta…","SymDNN: Simple & Effective Adversarial Robustness for Embedded Systems",2022,"Proceedings of the IEEE …","openaccess.thecvf.com","https://openaccess.thecvf.com/content/CVPR2022W/EVW/html/Dey_SymDNN_Simple__Effective_Adversarial_Robustness_for_Embedded_Systems_CVPRW_2022_paper.html","",146,"2022-07-14 12:23:15","","","","",,,,,0,0.00,0,3,1,"… We propose SymDNN, a Deep Neural Network (DNN) inference scheme, to segment an … accuracy and enhances adversarial robustness for a limited set of adversarial attacks. However, …","https://openaccess.thecvf.com/content/CVPR2022W/EVW/papers/Dey_SymDNN_Simple__Effective_Adversarial_Robustness_for_Embedded_Systems_CVPRW_2022_paper.pdf","https://scholar.google.com/scholar?q=related:Z44ySlIRHtoJ:scholar.google.com/&scioq=%22robust%22+%22neural+network%22+%22adversarial%22&hl=en&as_sdt=2007"
0,"BK Lee, J Kim, YM Ro","Masking Adversarial Damage: Finding Adversarial Saliency for Robust and Sparse Network",2022,"… of the IEEE/CVF Conference on …","openaccess.thecvf.com","https://openaccess.thecvf.com/content/CVPR2022/html/Lee_Masking_Adversarial_Damage_Finding_Adversarial_Saliency_for_Robust_and_Sparse_CVPR_2022_paper.html","",152,"2022-07-14 12:23:15","","","","",,,,,0,0.00,0,3,1,"… adversarial robustness and model compression, we propose a novel adversarial pruning method, Masking Adversarial … between adversarial attacks and neural network compression. In …","https://openaccess.thecvf.com/content/CVPR2022/papers/Lee_Masking_Adversarial_Damage_Finding_Adversarial_Saliency_for_Robust_and_Sparse_CVPR_2022_paper.pdf","https://scholar.google.com/scholar?q=related:BAyOeKJjf0IJ:scholar.google.com/&scioq=%22robust%22+%22neural+network%22+%22adversarial%22&hl=en&as_sdt=2007"
0,"SH Choi, JM Shin, P Liu, YH Choi","ARGAN: Adversarially Robust Generative Adversarial Networks for Deep Neural Networks Against Adversarial Examples",2022,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9737142/","",153,"2022-07-14 12:23:15","","","","",,,,,0,0.00,0,4,1,"… called Adversarially Robust Generative Adversarial Networks… deep neural network model against adversarial examples … target deep neural network model robust against adversarial …","https://ieeexplore.ieee.org/iel7/6287639/9668973/09737142.pdf","https://scholar.google.com/scholar?q=related:VcO5zP8x-MoJ:scholar.google.com/&scioq=%22robust%22+%22neural+network%22+%22adversarial%22&hl=en&as_sdt=2007"
1,"T Osakabe, M Aprilpyone, S Shiota…","Adversarial detector with robust classifier",2022,"2022 IEEE 4th Global …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9754809/?casa_token=FsIS0F-V8fgAAAAA:eGg_LLCymOAm3PaC7Oi7mFhtZy1rct5CPfdSz0Bn7DHfgM9eCKgUijAinWxjyObcLtr5UKTrsg","https://scholar.google.com/scholar?cites=15970728819458197827&as_sdt=2005&sciodt=2007&hl=en",193,"2022-07-14 12:23:15","","","","",,,,,1,1.00,0,4,1,"… Abstract—Deep neural network (DNN) models are wellknown to easily … , called adversarial examples. In this paper, we propose a novel adversarial detector, which consists of a robust …","https://ieeexplore.ieee.org/iel7/9754591/9754592/09754809.pdf?casa_token=TShvP_a6kzkAAAAA:USHw474C3jxhrCOEFrlO82S93cgX6jppOBW7SrdL95tLdT7xbU29SPV7g_SEmh1_EGRvXW_o1A","https://scholar.google.com/scholar?q=related:Q0nmpz5to90J:scholar.google.com/&scioq=%22robust%22+%22neural+network%22+%22adversarial%22&hl=en&as_sdt=2007"
