Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
65,"K Sinha, S Sodhani, J Dong, J Pineau…","CLUTRR: A diagnostic benchmark for inductive reasoning from text",2019,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1908.06177","https://scholar.google.com/scholar?cites=11371140156595341737&as_sdt=2005&sciodt=2007&hl=en",1,"2022-07-13 13:50:13","","","","",,,,,65,21.67,13,5,3,"… Moreover, we find that the robustness of the NLU systems … able to effectively learn robust reasoning strategies by training on … a Graph Neural Network performs inductive reasoning in the …","https://arxiv.org/pdf/1908.06177","https://scholar.google.com/scholar?q=related:qYkLvblnzp0J:scholar.google.com/&scioq=%22robustness%22+%22neural+network%22+%22reasoning%22&hl=en&as_sdt=2007"
96,"TA Le, AG Baydin, R Zinkov…","Using synthetic data to train neural networks is model-based reasoning",2017,"2017 International Joint …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7966298/","https://scholar.google.com/scholar?cites=5299972516218045201&as_sdt=2005&sciodt=2007&hl=en",2,"2022-07-13 13:50:13","","","","",,,,,96,19.20,24,4,5,"… Reasoning from these empirical results and drawing connections with … the robustness of synthetic data results and suggest important considerations for ensuring good neural network …","https://arxiv.org/pdf/1703.00868","https://scholar.google.com/scholar?q=related:EYOCTOxIjUkJ:scholar.google.com/&scioq=%22robustness%22+%22neural+network%22+%22reasoning%22&hl=en&as_sdt=2007"
592,"T Gehr, M Mirman, D Drachsler-Cohen…","Ai2: Safety and robustness certification of neural networks with abstract interpretation",2018,"… IEEE symposium on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8418593/","https://scholar.google.com/scholar?cites=9564529055669595100&as_sdt=2005&sciodt=2007&hl=en",3,"2022-07-13 13:50:13","","","","",,,,,592,148.00,148,4,4,"… has focused on reasoning about neural network robustness, and in particular on local robustness. Local robustness (or … We say that the neural network N satisfies a robustness property …","https://www.cs.utexas.edu/~swarat/pubs/sp2018-ai2.pdf","https://scholar.google.com/scholar?q=related:3KsWR4AIvIQJ:scholar.google.com/&scioq=%22robustness%22+%22neural+network%22+%22reasoning%22&hl=en&as_sdt=2007"
86,"JC Duan, FL Chung","Cascaded fuzzy neural network model based on syllogistic fuzzy reasoning",2001,"IEEE Transactions on Fuzzy Systems","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/919250/","https://scholar.google.com/scholar?cites=12614647604703879633&as_sdt=2005&sciodt=2007&hl=en",4,"2022-07-13 13:50:13","","","","",,,,,86,4.10,43,2,21,"… In addition, we particularly discuss and analyze the performance of the proposed model in terms of approximation ability and robustness as compared with single-stage FNN models. …","https://scholar.google.com/scholar?output=instlink&q=info:0WEbRSk7EK8J:scholar.google.com/&hl=en&as_sdt=2007&scillfp=14307036072452018510&oi=lle","https://scholar.google.com/scholar?q=related:0WEbRSk7EK8J:scholar.google.com/&scioq=%22robustness%22+%22neural+network%22+%22reasoning%22&hl=en&as_sdt=2007"
28,"W Woods, J Chen, C Teuscher","Adversarial explanations for understanding image classification decisions and improved neural network robustness",2019,"Nature Machine Intelligence","nature.com","https://www.nature.com/articles/s42256-019-0104-6","https://scholar.google.com/scholar?cites=1697062101166273349&as_sdt=2005&sciodt=2007&hl=en",5,"2022-07-13 13:50:13","","","","",,,,,28,9.33,9,3,3,"… For sensitive problems, such as medical imaging or fraud detection, neural network (NN) … On the ImageNet classification task, we demonstrate a network with an accuracy-robustness …","https://arxiv.org/pdf/1906.02896","https://scholar.google.com/scholar?q=related:RTPLVf0sjRcJ:scholar.google.com/&scioq=%22robustness%22+%22neural+network%22+%22reasoning%22&hl=en&as_sdt=2007"
5,"Z Yang, Z Zhao, H Pei, B Wang, B Karlas, J Liu…","End-to-end robustness for sensing-reasoning machine learning pipelines",2020,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2003.00120","https://scholar.google.com/scholar?cites=11176426524198929626&as_sdt=2005&sciodt=2007&hl=en",6,"2022-07-13 13:50:13","","","","",,,,,5,2.50,1,7,2,"… focusing on certified robustness of neural network models, the reasoning component brings its … a neural network whose inference can be executed in polynomial time, many reasoning …","https://arxiv.org/pdf/2003.00120","https://scholar.google.com/scholar?q=related:2oQhYbWkGpsJ:scholar.google.com/&scioq=%22robustness%22+%22neural+network%22+%22reasoning%22&hl=en&as_sdt=2007"
418,"DA Hudson, CD Manning","Compositional attention networks for machine reasoning",2018,"arXiv preprint arXiv:1803.03067","arxiv.org","https://arxiv.org/abs/1803.03067","https://scholar.google.com/scholar?cites=6263143180991689473&as_sdt=2005&sciodt=2007&hl=en",7,"2022-07-13 13:50:13","","","","",,,,,418,104.50,209,2,4,"… , robustness and interpretability on the challenging CLEVR dataset for visual reasoning, … To this end, we consider here how best to design a neural network to perform the structured …","https://arxiv.org/pdf/1803.03067","https://scholar.google.com/scholar?q=related:AXNrIIon61YJ:scholar.google.com/&scioq=%22robustness%22+%22neural+network%22+%22reasoning%22&hl=en&as_sdt=2007"
27,"BS Butkiewicz","About robustness of fuzzy logic PD and PID controller under changes of reasoning methods",2002,"Advances in Computational Intelligence and Learning","Springer","https://link.springer.com/chapter/10.1007/978-94-010-0324-7_21","https://scholar.google.com/scholar?cites=11156000275037183869&as_sdt=2005&sciodt=2007&hl=en",8,"2022-07-13 13:50:13","","10.1007/978-94-010-0324-7_21","","",,,,,27,1.35,27,1,20,"… reasoning, is described in steady-state by input-output relation dependent on the defuzzification method and independent on the pair of triangular operations used for fuzzy reasoning. …","https://scholar.archive.org/work/r6qo5cgzwfcrhbbojqywfnvizq/access/wayback/http://www.erudit.de:80/erudit/events/esit2000/proceedings/BB-02-2-P.pdf","https://scholar.google.com/scholar?q=related:fV_AoyQT0poJ:scholar.google.com/&scioq=%22robustness%22+%22neural+network%22+%22reasoning%22&hl=en&as_sdt=2007"
0,"MH Meng, G Bai, SG Teo, Z Hou, Y Xiao…","Adversarial Robustness of Deep Neural Networks: A Survey from a Formal Verification Perspective",2022,"… on Dependable and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9785704/","",9,"2022-07-13 13:50:13","","","","",,,,,0,0.00,0,6,1,"… not only differs in reasoning strategies but also varies with … reflect the real robustness of the given neural network model if … We then formalize the robustness property of neural network …","https://zhehou.github.io/papers/Adversarial_Robustness_of_Deep_Neural_Networks_A_Survey_from_a_Formal_Verification_Perspective.pdf","https://scholar.google.com/scholar?q=related:irWgQ7M_wb0J:scholar.google.com/&scioq=%22robustness%22+%22neural+network%22+%22reasoning%22&hl=en&as_sdt=2007"
2,"N Naik, P Nuzzo","Robustness Contracts for Scalable Verification of Neural Network-Enabled Cyber-Physical Systems",2020,"… 18th ACM-IEEE International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9315118/","https://scholar.google.com/scholar?cites=7704912524267417497&as_sdt=2005&sciodt=2007&hl=en",10,"2022-07-13 13:50:13","","","","",,,,,2,1.00,1,2,2,"… In this paper, we introduce robustness contracts as a framework for compositional specification and reasoning about the robustness of cyber-physical systems based on neural network (…","","https://scholar.google.com/scholar?q=related:me9qUh5Z7WoJ:scholar.google.com/&scioq=%22robustness%22+%22neural+network%22+%22reasoning%22&hl=en&as_sdt=2007"
