Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"K Supekar, S Ryali, R Yuan, D Kumar…","Robust, Generalizable, and Interpretable Artificial Intelligence–Derived Brain Fingerprints of Autism and Social Communication Symptom Severity",2022,"Biological …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0006322322000890","",1,"2022-07-13 17:59:05","","","","",,,,,0,0.00,0,5,1,"… advances in explainable artificial intelligence to develop a novel spatiotemporal deep neural network (stDNN) model, which identifies robust and interpretable dynamic brain markers …","https://med.stanford.edu/content/dam/sm/scsnl/documents/Biological_Psych_2022_Supekar_Robust.pdf","https://scholar.google.com/scholar?q=related:O5FtihfldEwJ:scholar.google.com/&scioq=%22robust%22+%22artificial+intelligence%22+%22interpretable%22&hl=en&as_sdt=2007"
191,"G Marcus","The next decade in ai: four steps towards robust artificial intelligence",2020,"arXiv preprint arXiv:2002.06177","arxiv.org","https://arxiv.org/abs/2002.06177","https://scholar.google.com/scholar?cites=10762068228089742706&as_sdt=2005&sciodt=2007&hl=en",2,"2022-07-13 17:59:05","","","","",,,,,191,95.50,191,1,2,"Recent research in artificial intelligence and machine learning has largely emphasized general-… , that could provide the substrate for a richer, more robust AI than is currently possible. …","https://arxiv.org/pdf/2002.06177","https://scholar.google.com/scholar?q=related:coXOlwiMWpUJ:scholar.google.com/&scioq=%22robust%22+%22artificial+intelligence%22+%22interpretable%22&hl=en&as_sdt=2007"
10,"KA Thakoor, SC Koorathota, DC Hood…","Robust and interpretable convolutional neural networks to detect glaucoma in optical coherence tomography images",2020,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9286420/","https://scholar.google.com/scholar?cites=16221449962325591786&as_sdt=2005&sciodt=2007&hl=en",3,"2022-07-13 17:59:05","","","","",,,,,10,5.00,3,4,2,"… where the critical role of artificial intelligence (AI) and machine … role of AI is to provide robust screening support in the form of … and interpretable eye disease screening and diagnosis. …","https://scholar.google.com/scholar?output=instlink&q=info:6sYwussqHuEJ:scholar.google.com/&hl=en&as_sdt=2007&scillfp=2565174909638615085&oi=lle","https://scholar.google.com/scholar?q=related:6sYwussqHuEJ:scholar.google.com/&scioq=%22robust%22+%22artificial+intelligence%22+%22interpretable%22&hl=en&as_sdt=2007"
15,"T Dissanayake, T Fernando, S Denman…","A robust interpretable deep learning classifier for heart anomaly detection without segmentation",2020,"IEEE Journal of …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9210180/","https://scholar.google.com/scholar?cites=4828559655217975967&as_sdt=2005&sciodt=2007&hl=en",4,"2022-07-13 17:59:05","","","","",,,,,15,7.50,4,4,2,"… a robust classifier for abnormal heart sound detection. Furthermore, recognizing the pressing need for explainable Artificial Intelligence (AI) … Our new classifier is also shown to be robust, …","https://arxiv.org/pdf/2005.10480","https://scholar.google.com/scholar?q=related:n9IMcmx9AkMJ:scholar.google.com/&scioq=%22robust%22+%22artificial+intelligence%22+%22interpretable%22&hl=en&as_sdt=2007"
38,"FB Abid, M Sallem, A Braham","Robust interpretable deep learning for intelligent fault diagnosis of induction motors",2019,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8782837/","https://scholar.google.com/scholar?cites=13369734186172824268&as_sdt=2005&sciodt=2007&hl=en",5,"2022-07-13 17:59:05","","","","",,,,,38,12.67,13,3,3,"… The integration of artificial intelligence-based techniques has … [27] to implement interpretable CNN for a speech recognition … between the raw signal and interpretable digital filters with a …","https://scholar.google.com/scholar?output=instlink&q=info:zDo6DGjWirkJ:scholar.google.com/&hl=en&as_sdt=2007&scillfp=14950096655001119770&oi=lle","https://scholar.google.com/scholar?q=related:zDo6DGjWirkJ:scholar.google.com/&scioq=%22robust%22+%22artificial+intelligence%22+%22interpretable%22&hl=en&as_sdt=2007"
74,"N Tsiknakis, E Trivizakis…","Interpretable artificial intelligence framework for COVID‑19 screening on chest X‑rays",2020,"Experimental and …","spandidos-publications.com","https://www.spandidos-publications.com/10.3892/etm.2020.8797","https://scholar.google.com/scholar?cites=17417721910990522879&as_sdt=2005&sciodt=2007&hl=en",6,"2022-07-13 17:59:05","HTML","10.3892/etm.2020.8797","","",,,,,74,37.00,25,3,2,"… Chest radiological imaging paired with artificial intelligence (AI) can offer significant … In this study, we present an interpretable AI framework assessed by expert radiologists on …","https://www.spandidos-publications.com/10.3892/etm.2020.8797","https://scholar.google.com/scholar?q=related:_8kghcstuPEJ:scholar.google.com/&scioq=%22robust%22+%22artificial+intelligence%22+%22interpretable%22&hl=en&as_sdt=2007"
10,"MAM Afnan, Y Liu, V Conitzer, C Rudin…","Interpretable, not black-box, artificial intelligence should be used for embryo selection",2021,"Human …","academic.oup.com","https://academic.oup.com/hropen/article-abstract/2021/4/hoab040/6415831","https://scholar.google.com/scholar?cites=17636647261326281325&as_sdt=2005&sciodt=2007&hl=en",7,"2022-07-13 17:59:05","","","","",,,,,10,10.00,2,5,1,"… models used in this field should be interpretable, and rigorously evaluated with RCTs before … models that are robust across domains. Interpretable AI is easier to make robust because it …","https://academic.oup.com/hropen/article-pdf/2021/4/hoab040/41285975/hoab040.pdf","https://scholar.google.com/scholar?q=related:bQo4wD31wfQJ:scholar.google.com/&scioq=%22robust%22+%22artificial+intelligence%22+%22interpretable%22&hl=en&as_sdt=2007"
85,"D Hong, W He, N Yokoya, J Yao, L Gao…","Interpretable hyperspectral artificial intelligence: When nonconvex modeling meets hyperspectral remote sensing",2021,"… and Remote Sensing …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9395693/","https://scholar.google.com/scholar?cites=9034974813333010541&as_sdt=2005&sciodt=2007&hl=en",8,"2022-07-13 17:59:05","","","","",,,,,85,85.00,14,6,1,"… and intelligent/interpretable models. Moreover, the … interpretable ML/AI models and practical HS RS applications. ◗ Regarding the three aspects of nonconvex modeling, interpretable AI…","https://arxiv.org/pdf/2103.01449","https://scholar.google.com/scholar?q=related:bbhQL7mtYn0J:scholar.google.com/&scioq=%22robust%22+%22artificial+intelligence%22+%22interpretable%22&hl=en&as_sdt=2007"
83,"D Lyu, F Yang, B Liu, S Gustafson","SDRL: interpretable and data-efficient deep reinforcement learning leveraging symbolic planning",2019,"… Conference on Artificial Intelligence","ojs.aaai.org","https://ojs.aaai.org/index.php/AAAI/article/view/4153","https://scholar.google.com/scholar?cites=2145552945008427005&as_sdt=2005&sciodt=2007&hl=en",9,"2022-07-13 17:59:05","","","","",,,,,83,27.67,21,4,3,"… for DRL and it is interpretable by construction. Hierarchical … , leading to a more interpretable and expressive representation. … Our approach is more descriptive and interpretable, and also …","https://ojs.aaai.org/index.php/AAAI/article/download/4153/4031","https://scholar.google.com/scholar?q=related:_T8FLgmJxh0J:scholar.google.com/&scioq=%22robust%22+%22artificial+intelligence%22+%22interpretable%22&hl=en&as_sdt=2007"
3,"CH Lin, M Azabou, EL Dyer","Making transport more robust and interpretable by moving data through a small number of anchor points",2021,"Proceedings of machine learning …","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8449854/","https://scholar.google.com/scholar?cites=14045713528225441550&as_sdt=2005&sciodt=2007&hl=en",10,"2022-07-13 17:59:05","HTML","","","",,,,,3,3.00,1,3,1,"… the rank of transport and makes it more robust to outliers and the sampling density. We show … Our results demonstrate that LOT is robust to subsampling, providing empirical evidence for …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8449854/","https://scholar.google.com/scholar?q=related:DqfGWglm7MIJ:scholar.google.com/&scioq=%22robust%22+%22artificial+intelligence%22+%22interpretable%22&hl=en&as_sdt=2007"
