Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
7,"Vinicius M. Alves, S. Auerbach, N. Kleinstreuer, J. Rooney, E. Muratov, I. Rusyn, A. Tropsha, Charles Schmitt","Curated Data In — Trustworthy In Silico Models Out: The Impact of Data Quality on the Reliability of Artificial Intelligence Models as Alternatives to Animal Testing",2021,"","","","",1,"2022-07-13 09:21:26","","10.1177/02611929211029635","","",,,,,7,7.00,1,8,1,"New Approach Methodologies (NAMs) that employ artificial intelligence (AI) for predicting adverse effects of chemicals have generated optimistic expectations as alternatives to animal testing. However, the major underappreciated challenge in developing robust and predictive AI models is the impact of the quality of the input data on the model accuracy. Indeed, poor data reproducibility and quality have been frequently cited as factors contributing to the crisis in biomedical research, as well as similar shortcomings in the fields of toxicology and chemistry. In this article, we review the most recent efforts to improve confidence in the robustness of toxicological data and investigate the impact that data curation has on the confidence in model predictions. We also present two case studies demonstrating the effect of data curation on the performance of AI models for predicting skin sensitisation and skin irritation. We show that, whereas models generated with uncurated data had a 7–24% higher correct classification rate (CCR), the perceived performance was, in fact, inflated owing to the high number of duplicates in the training set. We assert that data curation is a critical step in building computational models, to help ensure that reliable predictions of chemical toxicity are achieved through use of the models.","",""
0,"Migle Laukyte","TRUSTWORTHY ARTIFICIAL INTELLIGENCE AND HUMAN RIGHTS",2020,"","","","",2,"2022-07-13 09:21:26","","10.2307/j.ctv102bm6p.8","","",,,,,0,0.00,0,1,2,"In April 2019, High-Level Expert Group on Artificial Intelligence, set up by the European Commission, has published its Ethics Guidelines for Trustworthy Artificial Intelligence (AI), which addresses the future of AI development in Europe. In particular, these Guidelines work out a vision of AI that Europe should foster and indicates the features that any AI-based system should have: the framework is composed of three parts, namely, lawful, ethical and robust AI. The Guidelines do not deal with the first of these parts—lawful AI—where, among other things, authors include the necessity that AI would respect fundamental human rights: this is the so called “fundamental-rights based approach” which is the approach that EU promotes with respect to AI.  As the Expert Group prefers to focus on ethics and robustness of AI, this paper will focus on lawfulness of AI. In particular, I will focus on the impact that AI could have on human rights, established in the Charter of the Fundamental Rights of the European Union (EU), other relevant international treaties, and specific regulations such as General Data Protection Regulation. The Guidelines list some of the human rights that should be the foundational stones for any AI within the EU, namely, protection of human dignity and human freedoms in the broad sense of the term, respect for democracy, justice and the rule of law, equality and non discrimination and citizenship-related rights, such as the right to vote. These rights also reverberate in the discussion on ethical AI, where specific ethical principles are being discussed.  The aim of this paper is to address the aforementioned human rights and see in what ways AI could have an impact on them: how could AI not only respect (passive stance) but also support and help to bring into being (active stance) some of these rights? In particular I will look at the existing AI applications and discuss whether we are approaching the challenge to make AI work for (and not against) human rights in the right way. Furthermore, the paper will also raise the question whether AI could advance any kind of new human rights that we might consider to be fundamental in the future. For instance, do we have a right to know when we interact with an AI on telecommunication networks and not with a human being? Do we have a right to explicability of algorithms?","",""
0,"","Patients set to benefit from new guidelines on artificial intelligence health solutions",2020,"","","","",3,"2022-07-13 09:21:26","","","","",,,,,0,0.00,0,0,2,"The use of these international guidelines will enable patients, health care professionals and policy-makers to be more confident on whether an AI intervention is safe and effective. This is a key step towards trustworthy AI in health. Development of new reporting guidelines which expand on the current SPIRIT 2013 and CONSORT 2010 reporting frameworks will boost transparency and robustness for clinical trials evaluating AI health solutions.","",""
0,"","Comments of the Center for Democracy & Technology on European Commission’s High Level Expert Group on Artificial Intelligence (AI HLEG)’s Draft Ethics Guidelines for Trustworthy AI Introduction: Rationale and Foresight of the Guidelines",,"","","","",4,"2022-07-13 09:21:26","","","","",,,,,0,0.00,0,0,,"The Center for Democracy & Technology supports the High-Level Expert Group (HLEG)’s efforts to develop guidelines for trustworthy AI and appreciates the opportunity to comment on this draft. In particular, we commend the group for affirming a rights-based approach to governing AI, for moving beyond the development of principles, and for acknowledging the need for a contextand domain-specific implementation of the values discussed in these guidelines. While we agree that trustworthiness is a key objective for any system, the HLEG must also acknowledge the limitations of current methods for mitigating bias in machine learning models. In many contexts and applications, truly trustworthy AI remains hypothetical. Moreover, trustworthiness depends not only on the ethical purpose and technical robustness of the model or application but also on the governance of the entire societal context or legal system within which an AI application sits (https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3265913). We recommend that the HLEG place greater emphasis on (1) the importance of mechanisms and processes for continually interrogating and challenging AI systems from both the inside and the outside and (2) the importance of assessing the entire system (including underlying policies, laws, and human-technology interactions) that surround the AI.","",""
4,"Bo Li, Peng Qi, Bo Liu, Shuai Di, Jingen Liu, Jiquan Pei, Jinfeng Yi, Bowen Zhou","Trustworthy AI: From Principles to Practices",2021,"","","","",5,"2022-07-13 09:21:26","","","","",,,,,4,4.00,1,8,1,"The rapid development of Artificial Intelligence (AI) technology has enabled the deployment of various systems based on it. However, many current AI systems are found vulnerable to imperceptible attacks, biased against underrepresented groups, lacking in user privacy protection. These shortcomings degrade user experience and erode people’s trust in all AI systems. In this review, we provide AI practitioners with a comprehensive guide for building trustworthy AI systems. We first introduce the theoretical framework of important aspects of AI trustworthiness, including robustness, generalization, explainability, transparency, reproducibility, fairness, privacy preservation, and accountability. To unify currently available but fragmented approaches toward trustworthy AI, we organize them in a systematic approach that considers the entire lifecycle of AI systems, ranging from data acquisition to model development, to system development and deployment, finally to continuous monitoring and governance. In this framework, we offer concrete action items for practitioners and societal stakeholders (e.g., researchers, engineers, and regulators) to improve AI trustworthiness. Finally, we identify key opportunities and challenges for the future development of trustworthy AI systems, where we identify the need for a paradigm shift toward comprehensively trustworthy AI systems.","",""
0,"","Active anomaly detection and forecasting approaches to achieve safe and trustworthy interactions between human operators and intelligent cyber-physical systems",2021,"","","","",6,"2022-07-13 09:21:26","","","","",,,,,0,0.00,0,0,1,"Ensuring correct and safe operations for intelligent systems means ensuring that robots, cyber‐physical systems and autonomous agents in general operate according to a certain protocol without harming the environment or causing harm to people. This is a key challenge in building reliable artificial intelligence (AI) systems. This is particularly important when such systems can be implemented in real‐world environments, where interaction with humans sees humans as non‐robotics experts, unaware of possible operational criticalities (for example, avoiding being within a robotic arm as long as it moves an object). An important element in improving robustness and consequently building trust in these systems is their ability to predict and adapt to human behavior. Another key ingredient is the ability to monitor the operations of autonomous agents by detecting abnormal behavior and avoiding unsafe actions or risky decisions.","",""
0,"Stefka Schmid, Thea Riebe, Christian Reuter","Dual-Use and Trustworthy? A Mixed Methods Analysis of AI Diffusion Between Civilian and Defense R&D",2022,"","","","",7,"2022-07-13 09:21:26","","10.1007/s11948-022-00364-7","","",,,,,0,0.00,0,3,1,"","",""
0,"Dongfang Li, Dongfang Li, Baotian Hu, Qingcai Chen, Tujie Xu, Jingcong Tao, Yunan Zhang","Unifying Model Explainability and Robustness for Joint Text Classification and Rationale Extraction",2021,"","","","",8,"2022-07-13 09:21:26","","10.1609/aaai.v36i10.21342","","",,,,,0,0.00,0,7,1,"Recent works have shown explainability and robustness are two crucial ingredients of trustworthy and reliable text classification. However, previous works usually address one of two aspects: i) how to extract accurate rationales for explainability while being beneficial to prediction; ii) how to make the predictive model robust to different types of adversarial attacks. Intuitively, a model that produces helpful explanations should be more robust against adversarial attacks, because we cannot trust the model that outputs explanations but changes its prediction under small perturbations. To this end, we propose a joint classification and rationale extraction model named AT-BMC. It includes two key mechanisms: mixed Adversarial Training (AT) is designed to use various perturbations in discrete and embedding space to improve the model’s robustness, and Boundary Match Constraint (BMC) helps to locate rationales more precisely with the guidance of boundary information. Performances on benchmark datasets demonstrate that the proposed AT-BMC outperforms baselines on both classification and rationale extraction by a large margin. Robustness analysis shows that the proposed AT-BMC decreases the attack success rate effectively by up to 69%. The results indicate that there are connections between robust models and better explanations.","",""
0,"A. Ramanathan, Sumit Kumar Jha","Adversarial Attacks against AI-driven Experimental Peptide Design Workflows",2021,"","","","",9,"2022-07-13 09:21:26","","10.1109/xloop54565.2021.00010","","",,,,,0,0.00,0,2,1,"Artificial intelligence and machine learning (AI/ML) techniques are fueling a revolution in how scientific experiments are designed, implemented and automated. Specifically, increasing high-bandwidth instruments coupled to new hardware and software systems can significantly improve the throughput of experimental results, while AI/ML techniques can provide insights into novel science and theories that were hitherto inaccessible. Despite recent progress in such “self-driving labs”, these automated platforms are susceptible to adversarial attacks as well as more traditional cybersecurity attacks. Using a motivating example of an automated approach to design anti-microbial peptides (AMP), our position paper seeks to demonstrate how a lack of adversarial robustness of AI systems such as protein folding networks may affect the execution of such experimental workflows. We highlight important problems in adversarial robustness that may need to be resolved in order to establish a trustworthy and safe AI -driven AMP synthesis system.","",""
0,"Anas Al-Tirawi, R. Reynolds","How to Design a Trustable Cultural Algorithm Using Common Value Auctions",2021,"","","","",10,"2022-07-13 09:21:26","","10.1109/TransAI51903.2021.00022","","",,,,,0,0.00,0,2,1,"One of the major challenges facing Artificial Intelligence in the future is the design of trustworthy algorithms. In this paper four basic features of trustworthy algorithms are presented. A Cultural Algorithm based upon Common Value Auctions is presented. It is demonstrated that this framework is able to support each of these fundamental principles. The basic principles are: fairness, explainability, responsibility, and sustainability. The first three are features that are part of the Cultural Algorithm configuration used here. The fourth properties was established experimentally. It was shown that the CVA based Cultural Algorithm exhibited improved sustainability in terms of both resilience and robustness over the of a Cultural Algorithm based upon a Wisdom of the Crowds or voting approach..","",""
