Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"Aires da Conceição, S. Degadwala","Convolutional Neural Network Computation for Autonomous Vehicle",2020,"","","","",1,"2022-07-13 10:07:51","","10.32628/cseit2062112","","",,,,,0,0.00,0,2,2,"Self-driving vehicle is a vehicle that can drive by itself it means without human interaction. This system shows how the computer can learn and the over the art of driving using machine learning techniques. This technique includes line lane tracker, robust feature extraction and convolutional neural network.","",""
12,"Linqin Cai, Xiaoling Liu, Fuli Chen, Min Xiang","Robust human action recognition based on depth motion maps and improved convolutional neural network",2018,"","","","",2,"2022-07-13 10:07:51","","10.1117/1.JEI.27.5.051218","","",,,,,12,3.00,3,4,4,"Abstract. Human action recognition has been widely used in various fields of computer vision, pattern recognition, and human–computer interaction and has attracted substantial attention. Combining deep learning and depth information, this paper proposed a method of human action recognition based on improved convolutional neural networks (CNN). First, we use the depth motion maps to extract the depth sequence features and obtain three projected maps corresponding to front, side, and the top views. On this basis, an improved CNN is constructed to realize the recognition of human action, which uses three-dimensional (3-D) input and two-dimensional process identification to speed up the computation and reduce the complexity of recognition process. We evaluate our approach on two public 3-D action datasets: MSR Action3D dataset and UT-Kinect dataset, and our private CTP Action3D dataset built using Kinect to collect data. The experimental results show that the proposed methods of human action recognition achieve higher average recognition rate of 91.3% on MSR Action3D dataset, 97.98% on UT-Kinect dataset, and the average recognition rate is 93.8% on our CTP Action3D dataset. Furthermore, the trained model on one depth video sequence dataset can be easily generalized to different datasets without changing network parameters.","",""
11,"Hao Wang, Ruibin Feng, A. Leung, K. Tsang","Lagrange Programming Neural Network Approaches for Robust Time-of-Arrival Localization",2018,"","","","",3,"2022-07-13 10:07:51","","10.1007/s12559-017-9495-z","","",,,,,11,2.75,3,4,4,"","",""
1,"Á. F. Kungl","Robust learning algorithms for spiking and rate-based neural networks",2020,"","","","",4,"2022-07-13 10:07:51","","10.11588/HEIDOK.00028385","","",,,,,1,0.50,1,1,2,"Inspired by the remarkable properties of the human brain, the fields of machine learning, computational neuroscience and neuromorphic engineering have achieved significant synergistic progress in the last decade. Powerful neural network models rooted in machine learning have been proposed as models for neuroscience and for applications in neuromorphic engineering. However, the aspect of robustness is often neglected in these models. Both biological and engineered substrates show diverse imperfections that deteriorate the performance of computation models or even prohibit their implementation. This thesis describes three projects aiming at implementing robust learning with local plasticity rules in neural networks. First, we demonstrate the advantages of neuromorphic computations in a pilot study on a prototype chip. Thereby, we quantify the speed and energy consumption of the system compared to a software simulation and show how on-chip learning contributes to the robustness of learning. Second, we present an implementation of spike-based Bayesian inference on accelerated neuromorphic hardware. The model copes, via learning, with the disruptive effects of the imperfect substrate and benefits from the acceleration. Finally, we present a robust model of deep reinforcement learning using local learning rules. It shows how backpropagation combined with neuromodulation could be implemented in a biologically plausible framework. The results contribute to the pursuit of robust and powerful learning networks for biological and neuromorphic substrates.","",""
1,"A. Tellaeche, Ignacio Fidalgo Astorquia, Juan Ignacio Vázquez Gómez, S. Saikia","Gesture-Based Human Machine Interaction Using RCNNs in Limited Computation Power Devices",2021,"","","","",5,"2022-07-13 10:07:51","","10.3390/s21248202","","",,,,,1,1.00,0,4,1,"The use of gestures is one of the main forms of human machine interaction (HMI) in many fields, from advanced robotics industrial setups, to multimedia devices at home. Almost every gesture detection system uses computer vision as the fundamental technology, with the already well-known problems of image processing: changes in lighting conditions, partial occlusions, variations in color, among others. To solve all these potential issues, deep learning techniques have been proven to be very effective. This research proposes a hand gesture recognition system based on convolutional neural networks and color images that is robust against environmental variations, has a real time performance in embedded systems, and solves the principal problems presented in the previous paragraph. A new CNN network has been specifically designed with a small architecture in terms of number of layers and total number of neurons to be used in computationally limited devices. The obtained results achieve a percentage of success of 96.92% on average, a better score than those obtained by previous algorithms discussed in the state of the art.","",""
2,"S. Tan, Runpei Dong, Kaisheng Ma","Multi-Glimpse Network: A Robust and Efficient Classification Architecture based on Recurrent Downsampled Attention",2021,"","","","",6,"2022-07-13 10:07:51","","","","",,,,,2,2.00,1,3,1,"Most feedforward convolutional neural networks spend roughly the same efforts for each pixel. Yet human visual recognition is an interaction between eye movements and spatial attention, which we will have several glimpses of an object in different regions. Inspired by this observation, we propose an end-to-end trainable M ulti- G limpse N etwork ( MGNet ) which aims to tackle the challenges of high computation and the lack of robustness based on recurrent downsampled attention mechanism. Speciﬁcally, MGNet sequentially selects task-relevant regions of an image to focus on and then adaptively combines all collected information for the ﬁnal prediction. MGNet expresses higher resistance against adversarial attacks and common corruptions with less computation. Also, MGNet is inherently more interpretable as it explicitly informs us where it focuses during each iteration. Our experiments on ImageNet100 demonstrate the potential of recurrent downsampled attention mechanisms to improve a single feedforward manner. For example, MGNet improves 4.76% accuracy on average in common corruptions with only 36.9% computational cost. Moreover, while the baseline incurs an accuracy drop to 7.6%, MGNet manages to maintain 44.2% accuracy in the same PGD attack strength with ResNet-50 backbone. Our code is available at https: //github.com/siahuat0727/MGNet .","",""
2,"Jagadeesh Basavaiah, C. Patil","HUMAN ACTIVITY DETECTION AND ACTION RECOGNITION IN VIDEOS USING CONVOLUTIONAL NEURAL NETWORKS",2020,"","","","",7,"2022-07-13 10:07:51","","10.32890/JICT2020.19.2.1","","",,,,,2,1.00,1,2,2,"Human activity recognition from video scenes has become a significant area of research in the field of computer vision applications. Action recognition is one of the most challenging problems in the area of video analysis and it finds applications in human-computer interaction, anomalous activity detection, crowd monitoring and patient monitoring. Several approaches have been presented for human activity recognition using machine learning techniques. The main aim of this work is to detect and track human activity, and classify actions for two publicly available video databases. In this work, a novel approach of feature extraction from video sequence by combining Scale Invariant Feature Transform and optical flow computation are used where shape, gradient and orientation features are also incorporated for robust feature formulation. Tracking of human activity in the video is implemented using the Gaussian Mixture Model. Convolutional Neural Network based classification approach is used for database training and testing purposes. The activity recognition performance is evaluated for two public datasets namely Weizmann dataset and Kungliga Tekniska Hogskolan dataset with action recognition accuracy of 98.43% and 94.96%, respectively. Experimental and comparative studies have shown that the proposed approach outperformed state-of the art techniques.","",""
0,"Ibrahim Batuhan Akkaya, Kaan Karaman","A robust technique for real-time face verification with a generative network",2020,"","","","",8,"2022-07-13 10:07:51","","10.1117/12.2558526","","",,,,,0,0.00,0,2,2,"Real-time face verification from a live stream is still an open question, although it is quite popular in recent years. In order to overcome this problem, several bio-metric techniques are widely used for authentication purposes, both in military and civilian areas. It is merely the task of detecting and comparing a candidate face with the other faces in the database to validate whether they are the same person or not. Typically, A face verification pipeline is composed of four stages: Face detection, alignment, recognition, and matching. The faces in the frames of the live stream are detected via a deep neural network (DNN) in the first part. Then, the detected faces are aligned, and another DNN extracts the face features. The feature vector of each face is used for matching with other vectors in the database to validate the identity. New developments in deep learning lead to achieving human-level performance on the aforementioned tasks. However, the networks used in the stages require high computation power. In order to achieve real-time performance in resource-limited devices, lightweight networks should be preferred. Unfortunately, usage of these kinds of networks decreases the detection and recognition performance dramatically in some frames of a live stream. Therefore, the set of feature vectors for an individual, collected from the live stream, contains outliers that complicate obtaining a robust reference feature vector, which is essential for achieving high confidence in verification tasks. In this work, a conditional generative network is utilized for generating these vectors for the given candidate. We conduct the experiments on a real-life scenario for showing the incrementation of performance that is caused by our proposed generative network.","",""
0,"J. Conradt","Bayesian Computation in Recurrent Neural Circuits-a Neuro-Control Approach",2017,"","","","",9,"2022-07-13 10:07:51","","","","",,,,,0,0.00,0,1,5,"Over the past years, Bayesian probability theory became a popular tool for modeling human sensorimotor control and behavior. It is commonly used in the creation of optimal controllers due to its robustness in the presence of uncertainty and noise which is also a pervasive property within human sensory measurements and dynamic control tasks like saccadic eye motion. The Hidden Markov Model is an explicit example for a dynamic Bayesian network. The idea of this work is to implement the latter as a state estimator of velocity, location, and movement direction of a moving object within a robotic controller in order to recreate human-like saccadic motion. The visual input is given by a neuromorphic dynamic-vision sensor (DVS). This is fed into the Bayesian network which is built as a recurrent neural model inspired by visual processing in the brain. The motion detection network proves to be robust against noise, detects multiple stimuli, and is able to react to motion perturbations. A winner-takes-all policy, with additional movement cost considerations, then generates output initiating a saccadic movement in order to center the moving stimulus in the foveal area of the visual field. Moreover, further model extensions are addressed which could enable the controller to produce smooth pursuit behavior a more complex eye movement for continuous tracking.","",""
1,"Neziha Jaouedi, Noureddine Boujnah, M. Bouhlel","A novel recurrent neural networks architecture for behavior analysis",2021,"","","","",10,"2022-07-13 10:07:51","","10.34028/iajit/18/2/1","","",,,,,1,1.00,0,3,1,"Behavior analysis is an important yet challenging task on computer vision area. However, human behavior is still a necessity in differents sectors. In fact, in the increase of crimes, everyone needs video surveillance to keep their belongings safe and to automatically detect events by collecting important information for the assistance of security guards. Moreover, the surveillance of human behavior is recently used in medicine fields to quickly detect physical and mental health problems of patients. The complex and the variety presentation of human features in video sequence encourage researches to find the effective presentation. An effective presentation is the most challenging part. It must be invariant to changes of point of view, robust to noise and efficient with a low computation time. In this paper, we propose new model for human behavior analysis which combine transfer learning model and Recurrent Neural Network (RNN). Our model can extract human features from frames using the pre-trained model of Convolutional Neural Network (CNN) the Inception V3. The human features obtained are trained using RNN with Gated Recurrent Unit (GRU). The performance of our proposed architecture is evaluated by three different dataset for human action, UCF Sport, UCF101 and KTH, and achieved good classification accuracy","",""
