Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
2,"A. N. Rao, P. Vijayapriya","A robust machine learning model for monitoring online voltage stability",2019,"","","","",1,"2022-07-13 09:39:52","","10.1080/01430750.2019.1673817","","",,,,,2,0.67,1,2,3,"","",""
2,"I. Manchester, Max Revay, Ruigang Wang","Contraction-Based Methods for Stable Identification and Robust Machine Learning: a Tutorial",2021,"","","","",2,"2022-07-13 09:39:52","","10.1109/CDC45484.2021.9683128","","",,,,,2,2.00,1,3,1,"This tutorial paper provides an introduction to recently developed tools for machine learning, especially learning dynamical systems (system identification), with stability and robustness constraints. The main ideas are drawn from contraction analysis and robust control, but adapted to problems in which large-scale models can be learnt with behavioural guarantees. We illustrate the methods with applications in robust image recognition and system identification.","",""
1,"M. Quade, Thomas Isele, Markus Abel","Explainable Machine Learning Control - robust control and stability analysis",2020,"","","","",3,"2022-07-13 09:39:52","","","","",,,,,1,0.50,0,3,2,"Recently, the term explainable AI became known as an approach to produce models from artificial intelligence which allow interpretation. Since a long time, there are models of symbolic regression in use that are perfectly explainable and mathematically tractable: in this contribution we demonstrate how to use symbolic regression methods to infer the optimal control of a dynamical system given one or several optimization criteria, or cost functions. In previous publications, network control was achieved by automatized machine learning control using genetic programming. Here, we focus on the subsequent analysis of the analytical expressions which result from the machine learning. In particular, we use AUTO to analyze the stability properties of the controlled oscillator system which served as our model. As a result, we show that there is a considerable advantage of explainable models over less accessible neural networks.","",""
1,"Tanvi Sharma, Cheng Wang, Amogh Agrawal, K. Roy","Enabling Robust SOT-MTJ Crossbars for Machine Learning using Sparsity-Aware Device-Circuit Co-design",2021,"","","","",4,"2022-07-13 09:39:52","","10.1109/ISLPED52811.2021.9502492","","",,,,,1,1.00,0,4,1,"Embedded non-volatile memory (eNVM) based crossbars have emerged as energy-efficient building blocks for machine learning accelerators. However, the analog computations in crossbars introduce errors due to several non-idealities. Moreover, since communications between crossbars are usually done in the digital domain, the energy and area costs are dominated by the Analog-to-Digital Converters (ADC). Among the eNVM technologies, Resistive Random-Access-Memory (RRAM) and Phase-Change Memory (PCM) devices suffer from poor endurance, Write variability and conductance drift. Whereas magneto-resistive technologies provide superior endurance, write stability and reliability. To that effect, we propose sparsity-aware device/circuit co-design of robust crossbars using Spin-Orbit-Torque Magnetic Tunnel Junctions (SOT-MTJs). Note, standard MTJs have low $\mathrm{R}_{\mathrm{O}\mathrm{F}\mathrm{F}}/\mathrm{R}_{\mathrm{O}\mathrm{N}}$ and low $\mathrm{R}_{\mathrm{O}\mathrm{N}}$, making them unsuitable for crossbars. In this work, we first demonstrate SOT-MTJs as crossbar elements With high $\mathrm{R}_{\mathrm{O}\mathrm{N}}$ and high $\mathrm{R}_{\mathrm{O}\mathrm{F}\mathrm{F}}/\mathrm{R}_{\mathrm{O}\mathrm{N}}$ by allowing the read-path to have thicker tunneling-barrier, leaving the write path undisturbed. Second, through extensive simulations, we quantitatively assess the impact of various device-circuit parameters such as $\mathrm{R}_{\mathrm{O}\mathrm{N}}, \mathrm{R}_{\mathrm{O}\mathrm{F}\mathrm{F}}/\mathrm{R}_{\mathrm{O}\mathrm{N}}$ ratio, crossbar size, along With input and weight sparsity, on both circuit and application level accuracy and energy consumption. We evaluate system accuracy for Resnet-20 inference on CIFAR-10 dataset and show that leveraging sparsity allows reduced ADC precision, Without degrading accuracy. Our results show that an SOT-MTJ $(\mathrm{R}_{\mathrm{O}\mathrm{N}}=200\mathrm{k}\Omega$ and $\mathrm{R}_{\mathrm{O}\mathrm{F}\mathrm{F}}/\mathrm{R}_{\mathrm{O}\mathrm{N}}=7)$ crossbar array of size 32×32 could achieve near-software accuracy. The 64×64 and 128×128 crossbars show an accuracy degradation of 2% and 9.8%, respectively, from the software accuracy and an energy improvement of upto 3.8× and 6.3× compared to a 32×32 array with 4bit-ADC.","",""
0,"Subrata Saha, A. Soliman, S. Rajasekaran","A robust and stable gene selection algorithm based on graph theory and machine learning",2021,"","","","",5,"2022-07-13 09:39:52","","10.1186/s40246-021-00366-9","","",,,,,0,0.00,0,3,1,"","",""
0,"A. Hajihosseinloo, M. Salahinejad, M. K. Rofouei, Jahan B. Ghasemi","Exploratory and machine learning analysis of the stability constants of HgII- triazene ligands complexes",2021,"","","","",6,"2022-07-13 09:39:52","","10.3233/mgc-210130","","",,,,,0,0.00,0,4,1,"Knowing stability constants for the complexes HgII with extracting ligands is very important from environmental and therapeutic standpoints. Since the selectivity of ligands can be stated by the stability constants of cation–ligand complexes, quantitative structure–property relationship (QSPR) investigations on binding constant of HgII complexes were done. Experimental data of the stability constants in ML2 complexation of HgII and synthesized triazene ligands were used to construct and develop QSPR models. Support vector machine (SVM) and multiple linear regression (MLR) have been employed to create the QSPR models. The final model showed squared correlation coefficient of 0.917 and the standard error of calibration (SEC) value of 0.141 log K units. The proposed model presented accurate prediction with the Leave-One-Out cross validation ( Q LOO 2  = 0.756) and validated using Y-randomization and external test set. Statistical results demonstrated that the proposed models had suitable goodness of fit, predictive ability, and robustness. The results revealed the importance of charge effects and topological properties of ligand in HgII - triazene complexation.","",""
7,"A. Naghavi, T. Teismann, Z. Asgari, M. Mohebbian, M. Mansourian, M. Mañanas","Accurate Diagnosis of Suicide Ideation/Behavior Using Robust Ensemble Machine Learning: A University Student Population in the Middle East and North Africa (MENA) Region",2020,"","","","",7,"2022-07-13 09:39:52","","10.3390/diagnostics10110956","","",,,,,7,3.50,1,6,2,"Suicide is one of the most critical public health concerns in the world and the second cause of death among young people in many countries. However, to date, no study can diagnose suicide ideation/behavior among university students in the Middle East and North Africa (MENA) region using a machine learning approach. Therefore, stability feature selection and stacked ensembled decision trees were employed in this classification problem. A total of 573 university students responded to a battery of questionnaires. Three-fold cross-validation with a variety of performance indices was sued. The proposed diagnostic system had excellent balanced diagnosis accuracy (AUC = 0.90 [CI 95%: 0.86–0.93]) with a high correlation between predicted and observed class labels, fair discriminant power, and excellent class labeling agreement rate. Results showed that 23 items out of all items could accurately diagnose suicide ideation/behavior. These items were psychological problems and how to experience trauma, from the demographic variables, nine items from Post-Traumatic Stress Disorder Checklist (PCL-5), two items from Post Traumatic Growth (PTG), two items from the Patient Health Questionnaire (PHQ), six items from the Positive Mental Health (PMH) questionnaire, and one item related to social support. Such features could be used as a screening tool to identify young adults who are at risk of suicide ideation/behavior.","",""
6,"Hiroyasu Tsukamoto, Soon-Jo Chung","Learning-based Robust Motion Planning With Guaranteed Stability: A Contraction Theory Approach",2021,"","","","",8,"2022-07-13 09:39:52","","10.1109/LRA.2021.3091019","","",,,,,6,6.00,3,2,1,"This letter presents Learning-based Autonomous Guidance with RObustness and Stability guarantees (LAG-ROS), which provides machine learning-based nonlinear motion planners with formal robustness and stability guarantees, by designing a differential Lyapunov function using contraction theory. LAG-ROS utilizes a neural network to model a robust tracking controller independently of a target trajectory, for which we show that the Euclidean distance between the target and controlled trajectories is exponentially bounded linearly in the learning error, even under the existence of bounded external disturbances. We also present a convex optimization approach that minimizes the steady-state bound of the tracking error to construct the robust control law for neural network training. In numerical simulations, it is demonstrated that the proposed method indeed possesses superior properties of robustness and nonlinear stability resulting from contraction theory, whilst retaining the computational efficiency of existing learning-based motion planners.","",""
2,"Lin Jia, Yaonan Wang, Changfan Zhang, Kaihui Zhao, Li Liu, X. Nguyen","A Robust Adaptive Trajectory Tracking Algorithm Using SMC and Machine Learning for FFSGRs with Actuator Dead Zones",2019,"","","","",9,"2022-07-13 09:39:52","","10.3390/app9183837","","",,,,,2,0.67,0,6,3,"The actuator dead zone of free-form surface grinding robots (FFSGRs) is very common in the grinding process and has a great impact on the grinding quality of a workpiece. In this paper, an improved trajectory tracking algorithm for an FFSGR with an asymmetric actuator dead zone was proposed with consideration of friction forces, model uncertainties, and external disturbances. The presented control algorithm was based on the machine learning and sliding mode control (SMC) methods. The control compensator used neural networks to estimate the actuator’s dead zone and eliminate its effects. The robust SMC compensator acted as an auxiliary controller to guarantee the system’s stability and robustness under circumstances with model uncertainties, approximation errors, and friction forces. The stability of the closed-loop system and the asymptotic convergence of tracking errors were evaluated using Lyapunov theory. The simulation results showed that the dead zone’s non-linearity can be estimated correctly, and satisfactory trajectory tracking performance can be obtained in this way, since the influences of the actuator’s dead zone were eliminated. The convergence time of the system was reduced from 1.1 to 0.8 s, and the maximum steady-state error was reduced from 0.06 to 0.015 rad. In the grinding experiment, the joint steady-state error decreased by 21%, which proves the feasibility and effectiveness of the proposed control method.","",""
16,"Yun Zhang, Xiaojie Xu","Machine learning glass transition temperature of polyacrylamides using quantum chemical descriptors",2021,"","","","",10,"2022-07-13 09:39:52","","10.1039/D0PY01581D","","",,,,,16,16.00,8,2,1,"Glass transition temperature, Tg, is an important thermophysical property of polyacrylamides, which can be difficult to determine experimentally and resource-intensive to calculate. Data-driven modeling approaches provide alternative methods to predict Tg in a rapid and robust way. We develop the Gaussian process regression model to predict the glass transition temperature of polyacrylamides based on quantum chemical descriptors. The modeling approach shows a high degree of stability and accuracy, which contributes to fast and low-cost glass transition temperature estimations.","",""
