Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"Vahid Nourani, Aida Hosseini Baghanam, Jan Adamowski, Ozgur Kisi","Applications of hybrid wavelet-Artificial Intelligence models in hydrology: A review",2014,"Journal Of Hydrology","","","",1,"2022-07-13 12:00:54","Review","10.1016/j.jhydrol.2014.03.057","0022-1694","",514,,358,377,0,0.00,0,4,8,"","",""
0,"V Cherkassky, D Gehring","Comparison of adaptive methods for function estimation from samples",1996,"Ieee Transactions On Neural Networks","","","",2,"2022-07-13 12:00:54","Article","","1045-9227","",7,4,969,984,0,0.00,0,2,26,"","",""
0,"Sreenivas Sremath Tirumala, Seyed Reza Shahamiri, Abhimanyu Singh Garhwal, Ruili Wang","Speaker identification features extraction methods: A systematic review",2017,"Expert Systems With Applications","","","",3,"2022-07-13 12:00:54","Review","10.1016/j.eswa.2017.08.015","0957-4174","",90,,250,271,0,0.00,0,4,5,"","",""
0,"Qing Sun, Min Zhang, Arun S. Mujunndar","Recent developments of artificial intelligence in drying of fresh food: A review",2019,"Critical Reviews In Food Science And Nutrition","","","",4,"2022-07-13 12:00:54","Review","10.1080/10408398.2018.1446900","1040-8398","",59,14,2258,2275,0,0.00,0,3,3,"","",""
0,"Okorie E. Agwu, Julius U. Akpabio, Sunday B. Alabi, Adewale Dosunmu","Artificial intelligence techniques and their applications in drilling fluid engineering: A review",2018,"Journal Of Petroleum Science And Engineering","","","",5,"2022-07-13 12:00:54","Review","10.1016/j.petrol.2018.04.019","0920-4105","",167,,300,315,0,0.00,0,4,4,"","",""
0,"Nan Wei, Changjun Li, Xiaolong Peng, Yang Li, Fanhua Zeng","Daily natural gas consumption forecasting via the application of a novel hybrid model",2019,"Applied Energy","","","",6,"2022-07-13 12:00:54","Article","10.1016/j.apenergy.2019.05.023","0306-2619","",250,,358,368,0,0.00,0,5,3,"","",""
0,"Koichiro Yasaka, Hiroyuki Akai, Akira Kunimatsu, Osamu Abe, Shigeru Kiryu","Deep learning for staging liver fibrosis on CT: a pilot study",2018,"European Radiology","","","",7,"2022-07-13 12:00:54","Article","10.1007/s00330-018-5499-7","0938-7994","",28,11,4578,4585,0,0.00,0,5,4,"","",""
0,"Jim Gatheral, Roel C. A. Oomen","Zero-intelligence realized variance estimation",2010,"Finance And Stochastics","","","",8,"2022-07-13 12:00:54","Article","10.1007/s00780-009-0120-1","0949-2984","",14,2,249,283,0,0.00,0,2,12,"","",""
0,"Yao Cheng, Rixin Wang, Minqiang Xu","A Combined Model-Based and Intelligent Method for Small Fault Detection and Isolation of Actuators",2016,"Ieee Transactions On Industrial Electronics","","","",9,"2022-07-13 12:00:54","Article","10.1109/TIE.2015.2499722","0278-0046","",63,4,2403,2413,0,0.00,0,3,6,"","",""
0,"Brian Gaudet, Richard Linares, Roberto Furfaro","Deep reinforcement learning for six degree-of-freedom planetary landing",2020,"Advances In Space Research","","","",10,"2022-07-13 12:00:54","Article","10.1016/j.asr.2019.12.030","0273-1177","",65,7,1723,1741,0,0.00,0,3,2,"","",""
