Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"Kaiming He, Xiangyu Zhang, Shaoqing Ren, Jian Sun, IEEE","Delving Deep into Rectifiers: Surpassing Human-Level Performance on ImageNet Classification",2015,"2015 Ieee International Conference On Computer Vision (Iccv)","","","",1,"2022-07-15 10:56:12","Proceedings Paper","10.1109/ICCV.2015.123","1550-5499","",,,1026,1034,0,0.00,0,5,7,"","",""
0,"J. A. Anguera, J. Boccanfuso, J. L. Rintoul, O. Al-Hashimi, F. Faraji, J. Janowich, E. Kong, Y. Larraburo, C. Rolle, E. Johnston, A. Gazzaley","Video game training enhances cognitive control in older adults",2013,"Nature","","","",2,"2022-07-15 10:56:12","Article","10.1038/nature12486","0028-0836","",501,7465,97,97,0,0.00,0,11,9,"","",""
0,"Riccardo Miotto, Fei Wang, Shuang Wang, Xiaoqian Jiang, Joel T. Dudley","Deep learning for healthcare: review, opportunities and challenges",2018,"Briefings In Bioinformatics","","","",3,"2022-07-15 10:56:12","Review","10.1093/bib/bbx044","1467-5463","",19,6,1236,1246,0,0.00,0,5,4,"","",""
0,"German I. Parisi, Ronald Kemker, Jose L. Part, Christopher Kanan, Stefan Wermter","Continual lifelong learning with neural networks: A review",2019,"Neural Networks","","","",4,"2022-07-15 10:56:12","Review","10.1016/j.neunet.2019.01.012","0893-6080","",113,,54,71,0,0.00,0,5,3,"","",""
0,"Rui Zhao, Ruqiang Yan, Jinjiang Wang, Kezhi Mao","Learning to Monitor Machine Health with Convolutional Bi-Directional LSTM Networks",2017,"Sensors","","","",5,"2022-07-15 10:56:12","Article","10.3390/s17020273","","",17,2,,,0,0.00,0,4,5,"","",""
0,"S Mitra, SK Pal, P Mitra","Data mining in soft computing framework: A survey",2002,"Ieee Transactions On Neural Networks","","","",6,"2022-07-15 10:56:12","Article","","1045-9227","",13,1,3,14,0,0.00,0,3,20,"","",""
0,"Thomas George Thuruthel, Benjamin Shih, Cecilia Laschi, Michael Thomas Tolley","Soft robot perception using embedded soft sensors and recurrent neural networks",2019,"Science Robotics","","","",7,"2022-07-15 10:56:12","Article","10.1126/scirobotics.aav1488","2470-9476","",4,26,,,0,0.00,0,4,3,"","",""
0,"Zhongrui Wang, Can Li, Wenhao Song, Mingyi Rao, Daniel Belkin, Yunning Li, Peng Yan, Hao Jiang, Peng Lin, Miao Hu, John Paul Strachan, Ning Ge, Mark Barnell, Qing Wu, Andrew G. Bartos, Qinru Qiu, R. Stanley Williams, Qiangfei Xia, J. Joshua Yang","Reinforcement learning with analogue memristor arrays",2019,"Nature Electronics","","","",8,"2022-07-15 10:56:12","Article","10.1038/s41928-019-0221-6","2520-1131","",2,3,115,124,0,0.00,0,19,3,"","",""
0,"Elpiniki I. Papageorgiou, Chrysostomos Stylios, Peter P. Groumpos","Unsupervised learning techniques for fine-tuning fuzzy cognitive map causal links",2006,"International Journal Of Human-Computer Studies","","","",9,"2022-07-15 10:56:12","Article","10.1016/j.ijhcs.2006.02.009","1071-5819","",64,8,727,743,0,0.00,0,3,16,"","",""
0,"Hossein Rahmani, Ajmal Mian, Mubarak Shah","Learning a Deep Model for Human Action Recognition from Novel Viewpoints",2018,"Ieee Transactions On Pattern Analysis And Machine Intelligence","","","",10,"2022-07-15 10:56:12","Article","10.1109/TPAMI.2017.2691768","0162-8828","",40,3,667,681,0,0.00,0,3,4,"","",""
0,"Oliver Faust, Alex Shenfield, Murtadha Kareem, Tan Ru San, Hamido Fujita, U. Rajendra Acharya","Automated detection of atrial fibrillation using long short-term memory network with RR interval signals",2018,"Computers In Biology And Medicine","","","",11,"2022-07-15 10:56:12","Article","10.1016/j.compbiomed.2018.07.001","0010-4825","",102,,327,335,0,0.00,0,6,4,"","",""
0,"Felix Ambellan, Alexander Tack, Moritz Ehlke, Stefan Zachow","Automated segmentation of knee bone and cartilage combining statistical shape knowledge and convolutional neural networks: Data from the Osteoarthritis Initiative",2019,"Medical Image Analysis","","","",12,"2022-07-15 10:56:12","Article","10.1016/j.media.2018.11.009","1361-8415","",52,,109,118,0,0.00,0,4,3,"","",""
0,"Guy Vingerhoets","Contribution of the posterior parietal cortex in reaching, grasping, and using objects and tools",2014,"Frontiers In Psychology","","","",13,"2022-07-15 10:56:12","Review","10.3389/fpsyg.2014.00151","1664-1078","",5,,,,0,0.00,0,1,8,"","",""
0,"Bowen Xu, Deheng Ye, Zhenchang Xing, Xin Xia, Guibin Chen, Shanping Li","Predicting Semantically Linkable Knowledge in Developer Online Forums via Convolutional Neural Network",2016,"2016 31st Ieee/Acm International Conference On Automated Software Engineering (Ase)","","","",14,"2022-07-15 10:56:12","Proceedings Paper","10.1145/2970276.2970357","1527-1366","",,,51,62,0,0.00,0,6,6,"","",""
0,"Ting Xu, Zhi Yang, Lili Jiang, Xiu-Xia Xing, Xi-Nian Zuo","A Connectome Computation System for discovery science of brain",2015,"Science Bulletin","","","",15,"2022-07-15 10:56:12","Article","10.1007/s11434-014-0698-3","2095-9273","",60,1,86,95,0,0.00,0,5,7,"","",""
0,"Zhijun Li, Junjun Li, Suna Zhao, Yuxia Yuan, Yu Kang, C. L. Philip Chen","Adaptive Neural Control of a Kinematically Redundant Exoskeleton Robot Using Brain-Machine Interfaces",2019,"Ieee Transactions On Neural Networks And Learning Systems","","","",16,"2022-07-15 10:56:12","Article","10.1109/TNNLS.2018.2872595","2162-237X","",30,12,3558,3571,0,0.00,0,6,3,"","",""
0,"Andreas Holzinger, Bernd Malle, Anna Saranti, Bastian Pfeifer","Towards multi-modal causability with Graph Neural Networks enabling information fusion for explainable AI",2021,"Information Fusion","","","",17,"2022-07-15 10:56:12","Article","10.1016/j.inffus.2021.01.008","1566-2535","",71,,28,37,0,0.00,0,4,1,"","",""
0,"Md Junayed Hasan, M. M. Manjurul Islam, Jong-Myon Kim","Acoustic spectral imaging and transfer learning for reliable bearing fault diagnosis under variable speed conditions",2019,"Measurement","","","",18,"2022-07-15 10:56:12","Article","10.1016/j.measurement.2019.02.075","0263-2241","",138,,620,631,0,0.00,0,3,3,"","",""
0,"JM Caruthers, JA Lauterbach, KT Thomson, V Venkatasubramanian, CM Snively, A Bhan, S Katare, G Oskarsdottir","Catalyst design: knowledge extraction from high-throughput experimentation",2003,"Journal Of Catalysis","","","",19,"2022-07-15 10:56:12","Review","10.1016/S0021-9517(02)00036-2","0021-9517","",216,1,98,109,0,0.00,0,8,19,"","",""
0,"Rijun Liao, Shiqi Yu, Weizhi An, Yongzhen Huang","A model-based gait recognition method with body pose and human prior knowledge",2020,"Pattern Recognition","","","",20,"2022-07-15 10:56:12","Article","10.1016/j.patcog.2019.107069","0031-3203","",98,,,,0,0.00,0,4,2,"","",""
0,"YD Cai, KC Chou","Artificial neural network model for predicting HIV protease cleavage sites in protein",1998,"Advances In Engineering Software","","","",21,"2022-07-15 10:56:12","Article","","0965-9978","",29,2,119,128,0,0.00,0,2,24,"","",""
0,"Atish R. Sinha, Huimin Zhao","Incorporating domain knowledge into data mining classifiers: An application in indirect lending",2008,"Decision Support Systems","","","",22,"2022-07-15 10:56:12","Article","10.1016/j.dss.2008.06.013","0167-9236","",46,1,287,299,0,0.00,0,2,14,"","",""
0,"Arthi Kannappan, A. Tamilarasi, E. I. Papageorgiou","Analyzing the performance of fuzzy cognitive maps with non-linear hebbian learning algorithm in predicting autistic disorder",2011,"Expert Systems With Applications","","","",23,"2022-07-15 10:56:12","Article","10.1016/j.eswa.2010.06.069","0957-4174","",38,3,1282,1292,0,0.00,0,3,11,"","",""
0,"Harini Eavani, Theodore D. Satterthwaite, Roman Filipovych, Raquel E. Gur, Ruben C. Gur, Christos Davatzikos","Identifying Sparse Connectivity Patterns in the brain using resting-state fMRI",2015,"Neuroimage","","","",24,"2022-07-15 10:56:12","Article","10.1016/j.neuroimage.2014.09.058","1053-8119","",105,,286,299,0,0.00,0,6,7,"","",""
