Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
819,"R.R. Selvaraju","Grad-CAM: Visual Explanations from Deep Networks via Gradient-Based Localization",2020,"International Journal of Computer Vision","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85074504618&origin=inward",1,"2022-07-12 16:35:03","Article","10.1007/s11263-019-01228-7","0920-5691","https://api.elsevier.com/content/abstract/scopus_id/85074504618",128,2,336,359,819,409.50,819,1,2,"","",""
227,"B. Wang","Neural cleanse: Identifying and mitigating backdoor attacks in neural networks",2019,"Proceedings - IEEE Symposium on Security and Privacy","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85072920050&origin=inward",2,"2022-07-12 16:35:03","Conference Paper","10.1109/SP.2019.00031","1081-6011","https://api.elsevier.com/content/abstract/scopus_id/85072920050",2019,,707,723,227,75.67,227,1,3,"","",""
152,"B.C. Lee","Methods of inference and learning for performance modeling of parallel applications",2007,"Proceedings of the ACM SIGPLAN Symposium on Principles and Practice of Parallel Programming, PPOPP","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=34748909426&origin=inward",3,"2022-07-12 16:35:03","Conference Paper","10.1145/1229428.1229479","","https://api.elsevier.com/content/abstract/scopus_id/34748909426",,,249,258,152,10.13,152,1,15,"","",""
111,"G. Cui","Machine learning for direct marketing response models: Bayesian networks with evolutionary programming",2006,"Management Science","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33645817013&origin=inward",4,"2022-07-12 16:35:03","Article","10.1287/mnsc.1060.0514","0025-1909","https://api.elsevier.com/content/abstract/scopus_id/33645817013",52,4,597,612,111,6.94,111,1,16,"","",""
94,"Y. Guo","Hierarchical graphene-polyaniline nanocomposite films for high-performance flexible electronic gas sensors",2016,"Nanoscale","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84974575148&origin=inward",5,"2022-07-12 16:35:03","Article","10.1039/c6nr02540d","2040-3364","https://api.elsevier.com/content/abstract/scopus_id/84974575148",8,23,12073,12080,94,15.67,94,1,6,"","",""
80,"B. Vanstone","An empirical methodology for developing stockmarket trading systems using artificial neural networks",2009,"Expert Systems with Applications","","https://api.elsevier.com/content/article/eid/1-s2.0-S0957417408005836","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=58349093897&origin=inward",6,"2022-07-12 16:35:03","Article","10.1016/j.eswa.2008.08.019","0957-4174","https://api.elsevier.com/content/abstract/scopus_id/58349093897",36,3,6668,6680,80,6.15,80,1,13,"","",""
72,"Z. Chen","RBF-Neural-Network-Based Adaptive Robust Control for Nonlinear Bilateral Teleoperation Manipulators with Uncertainty and Time Delay",2020,"IEEE/ASME Transactions on Mechatronics","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85077257261&origin=inward",7,"2022-07-12 16:35:03","Article","10.1109/TMECH.2019.2962081","1083-4435","https://api.elsevier.com/content/abstract/scopus_id/85077257261",25,2,906,918,72,36.00,72,1,2,"","",""
45,"D. Bernardo","A genetic type-2 fuzzy logic based system for the generation of summarised linguistic predictive models for financial applications",2013,"Soft Computing","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84888056723&origin=inward",8,"2022-07-12 16:35:03","Article","10.1007/s00500-013-1102-y","1432-7643","https://api.elsevier.com/content/abstract/scopus_id/84888056723",17,12,2185,2201,45,5.00,45,1,9,"","",""
42,"D.F. Millie","Modeling microalgal abundance with artificial neural networks: Demonstration of a heuristic 'Grey-Box' to deconvolve and quantify environmental influences",2012,"Environmental Modelling and Software","","https://api.elsevier.com/content/article/eid/1-s2.0-S1364815212001363","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84861662434&origin=inward",9,"2022-07-12 16:35:03","Article","10.1016/j.envsoft.2012.04.009","1364-8152","https://api.elsevier.com/content/abstract/scopus_id/84861662434",38,,27,39,42,4.20,42,1,10,"","",""
42,"C.D. Lippitt","Mapping selective logging in mixed deciduous forest: A comparison of machine learning algorithms",2008,"Photogrammetric Engineering and Remote Sensing","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=55449099294&origin=inward",10,"2022-07-12 16:35:03","Article","10.14358/PERS.74.10.1201","0099-1112","https://api.elsevier.com/content/abstract/scopus_id/55449099294",74,10,1201,1211,42,3.00,42,1,14,"","",""
