Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
1898,"T. Furey","Support vector machine classification and validation of cancer tissue samples using microarray expression data",2000,"Bioinformatics","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0033636139&origin=inward",1,"2022-07-12 16:26:59","Article","10.1093/bioinformatics/16.10.906","1367-4803","https://api.elsevier.com/content/abstract/scopus_id/0033636139",16,10,906,914,1898,86.27,1898,1,22,"","",""
570,"Z. Zhong","Spectral-Spatial Residual Network for Hyperspectral Image Classification: A 3-D Deep Learning Framework",2018,"IEEE Transactions on Geoscience and Remote Sensing","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85031794275&origin=inward",2,"2022-07-12 16:26:59","Article","10.1109/TGRS.2017.2755542","0196-2892","https://api.elsevier.com/content/abstract/scopus_id/85031794275",56,2,847,858,570,142.50,570,1,4,"","",""
512,"C. Zhang","Ensemble machine learning: Methods and applications",2012,"Ensemble Machine Learning: Methods and Applications","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84955406089&origin=inward",3,"2022-07-12 16:26:59","Book","10.1007/9781441993267","","https://api.elsevier.com/content/abstract/scopus_id/84955406089",,,1,329,512,51.20,512,1,10,"","",""
463,"P. Diehl","Fast-classifying, high-accuracy spiking deep networks through weight and threshold balancing",2015,"Proceedings of the International Joint Conference on Neural Networks","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84951159868&origin=inward",4,"2022-07-12 16:26:59","Conference Paper","10.1109/IJCNN.2015.7280696","","https://api.elsevier.com/content/abstract/scopus_id/84951159868",2015,,,,463,66.14,463,1,7,"","",""
450,"V. Rodriguez-Galiano","Machine learning predictive models for mineral prospectivity: An evaluation of neural networks, random forest, regression trees and support vector machines",2015,"Ore Geology Reviews","","https://api.elsevier.com/content/article/eid/1-s2.0-S0169136815000037","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84938951730&origin=inward",5,"2022-07-12 16:26:59","Article","10.1016/j.oregeorev.2015.01.001","0169-1368","https://api.elsevier.com/content/abstract/scopus_id/84938951730",71,,804,818,450,64.29,450,1,7,"","",""
407,"A. Mosavi","Flood prediction using machine learning models: Literature review",2018,"Water (Switzerland)","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85055710433&origin=inward",6,"2022-07-12 16:26:59","Review","10.3390/w10111536","2073-4441","https://api.elsevier.com/content/abstract/scopus_id/85055710433",10,11,,,407,101.75,407,1,4,"","",""
381,"Q. Li","A cross-modality learning approach for vessel segmentation in retinal images",2016,"IEEE Transactions on Medical Imaging","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84959325071&origin=inward",7,"2022-07-12 16:26:59","Article","10.1109/TMI.2015.2457891","0278-0062","https://api.elsevier.com/content/abstract/scopus_id/84959325071",35,1,109,118,381,63.50,381,1,6,"","",""
370,"M.R. Avendi","A combined deep-learning and deformable-model approach to fully automatic segmentation of the left ventricle in cardiac MRI",2016,"Medical Image Analysis","","https://api.elsevier.com/content/article/eid/1-s2.0-S1361841516000128","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84958955334&origin=inward",8,"2022-07-12 16:26:59","Article","10.1016/j.media.2016.01.005","1361-8415","https://api.elsevier.com/content/abstract/scopus_id/84958955334",30,,108,119,370,61.67,370,1,6,"","",""
320,"X. Chen","Filter bank canonical correlation analysis for implementing a high-speed SSVEP-based brain-computer interface",2015,"Journal of Neural Engineering","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84937389355&origin=inward",9,"2022-07-12 16:26:59","Article","10.1088/1741-2560/12/4/046008","1741-2560","https://api.elsevier.com/content/abstract/scopus_id/84937389355",12,4,,,320,45.71,320,1,7,"","",""
305,"A. Tharwat","Linear discriminant analysis: A detailed tutorial",2017,"AI Communications","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85019385055&origin=inward",10,"2022-07-12 16:26:59","Article","10.3233/AIC-170729","0921-7126","https://api.elsevier.com/content/abstract/scopus_id/85019385055",30,2,169,190,305,61.00,305,1,5,"","",""
298,"M. Atzori","Deep learning with convolutional neural networks applied to electromyography data: A resource for the classification of movements for prosthetic hands",2016,"Frontiers in Neurorobotics","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84993945200&origin=inward",11,"2022-07-12 16:26:59","Article","10.3389/fnbot.2016.00009","1662-5218","https://api.elsevier.com/content/abstract/scopus_id/84993945200",10,,,,298,49.67,298,1,6,"","",""
293,"Y. Fan","COMPARE: Classification of morphological patterns using adaptive regional elements",2007,"IEEE Transactions on Medical Imaging","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33846264886&origin=inward",12,"2022-07-12 16:26:59","Article","10.1109/TMI.2006.886812","0278-0062","https://api.elsevier.com/content/abstract/scopus_id/33846264886",26,1,93,105,293,19.53,293,1,15,"","",""
276,"K. Polat","Breast cancer diagnosis using least square support vector machine",2007,"Digital Signal Processing: A Review Journal","","https://api.elsevier.com/content/article/eid/1-s2.0-S1051200406001461","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=34249317613&origin=inward",13,"2022-07-12 16:26:59","Article","10.1016/j.dsp.2006.10.008","1051-2004","https://api.elsevier.com/content/abstract/scopus_id/34249317613",17,4,694,701,276,18.40,276,1,15,"","",""
266,"N.M. Braman","Intratumoral and peritumoral radiomics for the pretreatment prediction of pathological complete response to neoadjuvant chemotherapy based on breast DCE-MRI",2017,"Breast Cancer Research","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85019601171&origin=inward",14,"2022-07-12 16:26:59","Article","10.1186/s13058-017-0846-1","1465-5411","https://api.elsevier.com/content/abstract/scopus_id/85019601171",19,1,,,266,53.20,266,1,5,"","",""
265,"D. Zügner","Adversarial attacks on neural networks for graph data",2018,"Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85051494482&origin=inward",15,"2022-07-12 16:26:59","Conference Paper","10.1145/3219819.3220078","","https://api.elsevier.com/content/abstract/scopus_id/85051494482",,,2847,2856,265,66.25,265,1,4,"","",""
248,"M. O'Mahony","Collaborative recommendation: A robustness analysis",2004,"ACM Transactions on Internet Technology","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=10944236856&origin=inward",16,"2022-07-12 16:26:59","Article","10.1145/1031114.1031116","1533-5399","https://api.elsevier.com/content/abstract/scopus_id/10944236856",4,4,344,377,248,13.78,248,1,18,"","",""
239,"L. Wang","Estimation of biomass in wheat using random forest regression algorithm and remote sensing data",2016,"Crop Journal","","https://api.elsevier.com/content/article/eid/1-s2.0-S2214514116300162","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85009084533&origin=inward",17,"2022-07-12 16:26:59","Article","10.1016/j.cj.2016.01.008","2095-5421","https://api.elsevier.com/content/abstract/scopus_id/85009084533",4,3,212,219,239,39.83,239,1,6,"","",""
236,"J. Dou","Assessment of advanced random forest and decision tree algorithms for modeling rainfall-induced landslide susceptibility in the Izu-Oshima Volcanic Island, Japan",2019,"Science of the Total Environment","","https://api.elsevier.com/content/article/eid/1-s2.0-S0048969719303055","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060476790&origin=inward",18,"2022-07-12 16:26:59","Article","10.1016/j.scitotenv.2019.01.221","0048-9697","https://api.elsevier.com/content/abstract/scopus_id/85060476790",662,,332,346,236,78.67,236,1,3,"","",""
232,"G. Scott","Training Deep Convolutional Neural Networks for Land-Cover Classification of High-Resolution Imagery",2017,"IEEE Geoscience and Remote Sensing Letters","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85013301566&origin=inward",19,"2022-07-12 16:26:59","Article","10.1109/LGRS.2017.2657778","1545-598X","https://api.elsevier.com/content/abstract/scopus_id/85013301566",14,4,549,553,232,46.40,232,1,5,"","",""
231,"A. Temko","EEG-based neonatal seizure detection with Support Vector Machines",2011,"Clinical Neurophysiology","","https://api.elsevier.com/content/article/eid/1-s2.0-S1388245710006036","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=78751613317&origin=inward",20,"2022-07-12 16:26:59","Article","10.1016/j.clinph.2010.06.034","1388-2457","https://api.elsevier.com/content/abstract/scopus_id/78751613317",122,3,464,473,231,21.00,231,1,11,"","",""
225,"Y. Wang","A study on effectiveness of extreme learning machine",2011,"Neurocomputing","","https://api.elsevier.com/content/article/eid/1-s2.0-S0925231211002116","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=80051669013&origin=inward",21,"2022-07-12 16:26:59","Article","10.1016/j.neucom.2010.11.030","0925-2312","https://api.elsevier.com/content/abstract/scopus_id/80051669013",74,16,2483,2490,225,20.45,225,1,11,"","",""
210,"L. Guo","Robust prediction of fault-proneness by random forests",2004,"Proceedings - International Symposium on Software Reliability Engineering, ISSRE","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=16244370106&origin=inward",22,"2022-07-12 16:26:59","Conference Paper","10.1109/ISSRE.2004.35","1071-9458","https://api.elsevier.com/content/abstract/scopus_id/16244370106",,,417,428,210,11.67,210,1,18,"","",""
205,"N.D. Lane","DeepEar: Robust smartphone audio sensing in unconstrained acoustic environments using deep learning",2015,"UbiComp 2015 - Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84960944045&origin=inward",23,"2022-07-12 16:26:59","Conference Paper","10.1145/2750858.2804262","","https://api.elsevier.com/content/abstract/scopus_id/84960944045",,,283,294,205,29.29,205,1,7,"","",""
200,"D.T. Hoang","Rolling element bearing fault diagnosis using convolutional neural network and vibration image",2019,"Cognitive Systems Research","","https://api.elsevier.com/content/article/eid/1-s2.0-S1389041717303261","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85044258456&origin=inward",24,"2022-07-12 16:26:59","Article","10.1016/j.cogsys.2018.03.002","1389-0417","https://api.elsevier.com/content/abstract/scopus_id/85044258456",53,,42,50,200,66.67,200,1,3,"","",""
195,"K. Wang","Deep learning radiomics of shear wave elastography significantly improved diagnostic performance for assessing liver fibrosis in chronic hepatitis B: A prospective multicentre study",2019,"Gut","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85049187797&origin=inward",25,"2022-07-12 16:26:59","Article","10.1136/gutjnl-2018-316204","0017-5749","https://api.elsevier.com/content/abstract/scopus_id/85049187797",68,4,729,741,195,65.00,195,1,3,"","",""
194,"D. Crankshaw","Clipper: A low-latency online prediction serving system",2017,"Proceedings of the 14th USENIX Symposium on Networked Systems Design and Implementation, NSDI 2017","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076904277&origin=inward",26,"2022-07-12 16:26:59","Conference Paper","","","https://api.elsevier.com/content/abstract/scopus_id/85076904277",,,613,627,194,38.80,194,1,5,"","",""
