Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
75,"K. Grisanzio","Transdiagnostic symptom clusters and associations with brain, behavior, and daily function in mood, anxiety, and trauma disorders",2018,"JAMA Psychiatry","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85041690356&origin=inward",1,"2022-07-12 16:26:54","Article","10.1001/jamapsychiatry.2017.3951","2168-622X","https://api.elsevier.com/content/abstract/scopus_id/85041690356",75,2,201,209,75,18.75,75,1,4,"","",""
73,"A.N. Bhagoji","Enhancing robustness of machine learning systems via data transformations",2018,"2018 52nd Annual Conference on Information Sciences and Systems, CISS 2018","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85048547396&origin=inward",2,"2022-07-12 16:26:54","Conference Paper","10.1109/CISS.2018.8362326","","https://api.elsevier.com/content/abstract/scopus_id/85048547396",,,1,5,73,18.25,73,1,4,"","",""
58,"C. Cui","Short-term building energy model recommendation system: A meta-learning approach",2016,"Applied Energy","","https://api.elsevier.com/content/article/eid/1-s2.0-S030626191630438X","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84962162042&origin=inward",3,"2022-07-12 16:26:54","Article","10.1016/j.apenergy.2016.03.112","0306-2619","https://api.elsevier.com/content/abstract/scopus_id/84962162042",172,,251,263,58,9.67,58,1,6,"","",""
41,"M. Uddin","Robustness Analysis of a Memristive Crossbar PUF Against Modeling Attacks",2017,"IEEE Transactions on Nanotechnology","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85019361311&origin=inward",4,"2022-07-12 16:26:54","Article","10.1109/TNANO.2017.2677882","1536-125X","https://api.elsevier.com/content/abstract/scopus_id/85019361311",16,3,396,405,41,8.20,41,1,5,"","",""
30,"Z. Katzir","Quantifying the resilience of machine learning classifiers used for cyber security",2018,"Expert Systems with Applications","","https://api.elsevier.com/content/article/eid/1-s2.0-S0957417417306590","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85030724887&origin=inward",5,"2022-07-12 16:26:54","Article","10.1016/j.eswa.2017.09.053","0957-4174","https://api.elsevier.com/content/abstract/scopus_id/85030724887",92,,419,429,30,7.50,30,1,4,"","",""
24,"A. Dairi","Deep learning approach for sustainable WWTP operation: A case study on data-driven influent conditions monitoring",2019,"Sustainable Cities and Society","","https://api.elsevier.com/content/article/eid/1-s2.0-S2210670719304160","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85068923171&origin=inward",6,"2022-07-12 16:26:54","Article","10.1016/j.scs.2019.101670","2210-6707","https://api.elsevier.com/content/abstract/scopus_id/85068923171",50,,,,24,8.00,24,1,3,"","",""
22,"A. Ozcan","Misalignment resilient diffractive optical networks",2020,"Nanophotonics","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85088702756&origin=inward",7,"2022-07-12 16:26:54","Article","10.1515/nanoph-2020-0291","2192-8614","https://api.elsevier.com/content/abstract/scopus_id/85088702756",9,13,4207,4219,22,11.00,22,1,2,"","",""
19,"M. Esmaeilpour","A Robust Approach for Securing Audio Classification against Adversarial Attacks",2020,"IEEE Transactions on Information Forensics and Security","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105772753&origin=inward",8,"2022-07-12 16:26:54","Article","10.1109/TIFS.2019.2956591","1556-6013","https://api.elsevier.com/content/abstract/scopus_id/85105772753",15,,2147,2159,19,9.50,19,1,2,"","",""
18,"L. Cornejo-Bueno","Wind Power Ramp Events prediction with hybrid machine learning regression techniques and reanalysis data",2017,"Energies","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85037702609&origin=inward",9,"2022-07-12 16:26:54","Article","10.3390/en10111784","1996-1073","https://api.elsevier.com/content/abstract/scopus_id/85037702609",10,11,,,18,3.60,18,1,5,"","",""
15,"S. Rajput","DETOX: A redundancy-based framework for faster and more robust gradient aggregation",2019,"Advances in Neural Information Processing Systems","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85090171066&origin=inward",10,"2022-07-12 16:26:54","Conference Paper","","1049-5258","https://api.elsevier.com/content/abstract/scopus_id/85090171066",32,,,,15,5.00,15,1,3,"","",""
14,"A. Marchisio","Is Spiking Secure? A Comparative Study on the Security Vulnerabilities of Spiking and Deep Neural Networks",2020,"Proceedings of the International Joint Conference on Neural Networks","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85093847092&origin=inward",11,"2022-07-12 16:26:54","Conference Paper","10.1109/IJCNN48605.2020.9207297","","https://api.elsevier.com/content/abstract/scopus_id/85093847092",,,,,14,7.00,14,1,2,"","",""
