Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
1732,"A. Schroeder","The RIN: An RNA integrity number for assigning integrity values to RNA measurements",2006,"BMC Molecular Biology","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33645241407&origin=inward",1,"2022-07-12 16:35:49","Article","10.1186/1471-2199-7-3","1471-2199","https://api.elsevier.com/content/abstract/scopus_id/33645241407",7,,,,1732,108.25,1732,1,16,"","",""
580,"R. Gargeya","Automated Identification of Diabetic Retinopathy Using Deep Learning",2017,"Ophthalmology","","https://api.elsevier.com/content/article/eid/1-s2.0-S0161642016317742","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85016221341&origin=inward",2,"2022-07-12 16:35:49","Article","10.1016/j.ophtha.2017.02.008","0161-6420","https://api.elsevier.com/content/abstract/scopus_id/85016221341",124,7,962,969,580,116.00,580,1,5,"","",""
446,"W. Wriggers","Situs: A package for docking crystal structures into low-resolution maps from electron microscopy",1999,"Journal of Structural Biology","","https://api.elsevier.com/content/article/eid/1-s2.0-S1047847798940801","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0032780181&origin=inward",3,"2022-07-12 16:35:49","Article","10.1006/jsbi.1998.4080","1047-8477","https://api.elsevier.com/content/abstract/scopus_id/0032780181",125,2,185,195,446,19.39,446,1,23,"","",""
399,"M. Matsugu","Subject independent facial expression recognition with robust face detection using a convolutional neural network",2003,"Neural Networks","","https://api.elsevier.com/content/article/eid/1-s2.0-S0893608003001151","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0037707305&origin=inward",4,"2022-07-12 16:35:49","Conference Paper","10.1016/S0893-6080(03)00115-1","0893-6080","https://api.elsevier.com/content/abstract/scopus_id/0037707305",16,5,555,559,399,21.00,399,1,19,"","",""
395,"J.E. Dayhoff","Artificial neural networks: Opening the black box",2001,"Cancer","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0035871371&origin=inward",5,"2022-07-12 16:35:49","Conference Paper","10.1002/1097-0142(20010415)91:8+<1615::aid-cncr1175>3.0.co;2-l","0008-543X","https://api.elsevier.com/content/abstract/scopus_id/0035871371",91,8,1615,1635,395,18.81,395,1,21,"","",""
320,"M. Kucera","Reconstruction of sea-surface temperatures from assemblages of planktonic foraminifera: Multi-technique approach based on geographically constrained calibration data sets and its application to glacial Atlantic and Pacific Oceans",2005,"Quaternary Science Reviews","","https://api.elsevier.com/content/article/eid/1-s2.0-S027737910400229X","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=20144371950&origin=inward",6,"2022-07-12 16:35:49","Article","10.1016/j.quascirev.2004.07.014","0277-3791","https://api.elsevier.com/content/abstract/scopus_id/20144371950",24,7,951,998,320,18.82,320,1,17,"","",""
300,"T. Vogels","Signal propagation and logic gating in networks of integrate-and-fire neurons",2005,"Journal of Neuroscience","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=28044448948&origin=inward",7,"2022-07-12 16:35:49","Article","10.1523/JNEUROSCI.3508-05.2005","0270-6474","https://api.elsevier.com/content/abstract/scopus_id/28044448948",25,46,10786,10795,300,17.65,300,1,17,"","",""
299,"S. Cho","Combining Multiple Neural Networks by Fuzzy Integral for Robust Classification",1995,"IEEE Transactions on Systems, Man and Cybernetics","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0029247604&origin=inward",8,"2022-07-12 16:35:49","Article","10.1109/21.364825","0018-9472","https://api.elsevier.com/content/abstract/scopus_id/0029247604",25,2,380,384,299,11.07,299,1,27,"","",""
291,"T. Baltrušaitis","Constrained local neural fields for robust facial landmark detection in the wild",2013,"Proceedings of the IEEE International Conference on Computer Vision","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84897521682&origin=inward",9,"2022-07-12 16:35:49","Conference Paper","10.1109/ICCVW.2013.54","","https://api.elsevier.com/content/abstract/scopus_id/84897521682",,,354,361,291,32.33,291,1,9,"","",""
259,"H. Li","Neural-network-based sensorless maximum wind energy capture with compensated power coefficient",2005,"IEEE Transactions on Industry Applications","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=29244466901&origin=inward",10,"2022-07-12 16:35:49","Article","10.1109/TIA.2005.858282","0093-9994","https://api.elsevier.com/content/abstract/scopus_id/29244466901",41,6,1548,1556,259,15.24,259,1,17,"","",""
225,"J. Diederich","Authorship attribution with support vector machines",2003,"Applied Intelligence","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0038604019&origin=inward",11,"2022-07-12 16:35:49","Article","10.1023/A:1023824908771","0924-669X","https://api.elsevier.com/content/abstract/scopus_id/0038604019",19,1,109,123,225,11.84,225,1,19,"","",""
213,"C. Chen","Breast lesions on sonograms: Computer-aided diagnosis with nearly setting-independent features and artificial neural networks",2003,"Radiology","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0037294995&origin=inward",12,"2022-07-12 16:35:49","Article","10.1148/radiol.2262011843","0033-8419","https://api.elsevier.com/content/abstract/scopus_id/0037294995",226,2,504,514,213,11.21,213,1,19,"","",""
185,"J. Na","Adaptive control for nonlinear pure-feedback systems with high-order sliding mode observer",2013,"IEEE Transactions on Neural Networks and Learning Systems","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84880907564&origin=inward",13,"2022-07-12 16:35:49","Article","10.1109/TNNLS.2012.2225845","2162-237X","https://api.elsevier.com/content/abstract/scopus_id/84880907564",24,3,370,382,185,20.56,185,1,9,"","",""
166,"E. Kuznetsova","An integrated framework of agent-based modelling and robust optimization for microgrid energy management",2014,"Applied Energy","","https://api.elsevier.com/content/article/eid/1-s2.0-S0306261914003766","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84901008590&origin=inward",14,"2022-07-12 16:35:49","Article","10.1016/j.apenergy.2014.04.024","0306-2619","https://api.elsevier.com/content/abstract/scopus_id/84901008590",129,,70,88,166,20.75,166,1,8,"","",""
161,"J. Cao","Extreme learning machine and adaptive sparse representation for image classification",2016,"Neural Networks","","https://api.elsevier.com/content/article/eid/1-s2.0-S0893608016300673","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84977260565&origin=inward",15,"2022-07-12 16:35:49","Article","10.1016/j.neunet.2016.06.001","0893-6080","https://api.elsevier.com/content/abstract/scopus_id/84977260565",81,,91,102,161,26.83,161,1,6,"","",""
151,"G.S. Dhillon","Stochastic activation pruning for robust adversarial defense",2018,"6th International Conference on Learning Representations, ICLR 2018 - Conference Track Proceedings","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85083953694&origin=inward",16,"2022-07-12 16:35:49","Conference Paper","","","https://api.elsevier.com/content/abstract/scopus_id/85083953694",,,,,151,37.75,151,1,4,"","",""
146,"V. Papadopoulos","Accelerated subset simulation with neural networks for reliability analysis",2012,"Computer Methods in Applied Mechanics and Engineering","","https://api.elsevier.com/content/article/eid/1-s2.0-S0045782512000552","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84858730548&origin=inward",17,"2022-07-12 16:35:49","Article","10.1016/j.cma.2012.02.013","0045-7825","https://api.elsevier.com/content/abstract/scopus_id/84858730548",223,,70,80,146,14.60,146,1,10,"","",""
130,"N. Bu","A hybrid motion classification approach for EMG-based human - Robot interfaces using bayesian and neural networks",2009,"IEEE Transactions on Robotics","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=67649300723&origin=inward",18,"2022-07-12 16:35:49","Article","10.1109/TRO.2009.2019782","1552-3098","https://api.elsevier.com/content/abstract/scopus_id/67649300723",25,3,502,511,130,10.00,130,1,13,"","",""
130,"A. Kepecs","Information encoding and computation with spikes and bursts",2003,"Network: Computation in Neural Systems","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0347862714&origin=inward",19,"2022-07-12 16:35:49","Conference Paper","10.1088/0954-898X/14/1/306","0954-898X","https://api.elsevier.com/content/abstract/scopus_id/0347862714",14,1,103,118,130,6.84,130,1,19,"","",""
127,"N. Haghdadi","Artificial neural network modeling to predict the hot deformation behavior of an A356 aluminum alloy",2013,"Materials and Design","","https://api.elsevier.com/content/article/eid/1-s2.0-S0261306913000137","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84874769591&origin=inward",20,"2022-07-12 16:35:49","Article","10.1016/j.matdes.2012.12.082","0264-1275","https://api.elsevier.com/content/abstract/scopus_id/84874769591",49,,386,391,127,14.11,127,1,9,"","",""
125,"T. Rahman","Exploring the effect of image enhancement techniques on COVID-19 detection using chest X-ray images",2021,"Computers in Biology and Medicine","","https://api.elsevier.com/content/article/eid/1-s2.0-S001048252100113X","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104311491&origin=inward",21,"2022-07-12 16:35:49","Article","10.1016/j.compbiomed.2021.104319","0010-4825","https://api.elsevier.com/content/abstract/scopus_id/85104311491",132,,,,125,125.00,125,1,1,"","",""
119,"M. Boerlin","Predictive Coding of Dynamical Variables in Balanced Spiking Networks",2013,"PLoS Computational Biology","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84888221902&origin=inward",22,"2022-07-12 16:35:49","Article","10.1371/journal.pcbi.1003258","1553-734X","https://api.elsevier.com/content/abstract/scopus_id/84888221902",9,11,,,119,13.22,119,1,9,"","",""
119,"Q.P. Hu","Robust recurrent neural network modeling for software fault detection and correction prediction",2007,"Reliability Engineering and System Safety","","https://api.elsevier.com/content/article/eid/1-s2.0-S0951832006001001","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33750338699&origin=inward",23,"2022-07-12 16:35:49","Article","10.1016/j.ress.2006.04.007","0951-8320","https://api.elsevier.com/content/abstract/scopus_id/33750338699",92,3,332,340,119,7.93,119,1,15,"","",""
115,"M.A. Ahmadi","Evolving smart approach for determination dew point pressure through condensate gas reservoirs",2014,"Fuel","","https://api.elsevier.com/content/article/eid/1-s2.0-S0016236113009514","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84894239943&origin=inward",24,"2022-07-12 16:35:49","Article","10.1016/j.fuel.2013.10.010","0016-2361","https://api.elsevier.com/content/abstract/scopus_id/84894239943",117,,1074,1084,115,14.38,115,1,8,"","",""
107,"A. Jabbarzadeh","Designing a supply chain resilient to major disruptions and supply/demand interruptions",2016,"Transportation Research Part B: Methodological","","https://api.elsevier.com/content/article/eid/1-s2.0-S0191261516306567","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84989182951&origin=inward",25,"2022-07-12 16:35:49","Article","10.1016/j.trb.2016.09.004","0191-2615","https://api.elsevier.com/content/abstract/scopus_id/84989182951",94,,121,149,107,17.83,107,1,6,"","",""
107,"D. François","Resampling methods for parameter-free and robust feature selection with mutual information",2007,"Neurocomputing","","https://api.elsevier.com/content/article/eid/1-s2.0-S0925231206004796","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33847674996&origin=inward",26,"2022-07-12 16:35:49","Article","10.1016/j.neucom.2006.11.019","0925-2312","https://api.elsevier.com/content/abstract/scopus_id/33847674996",70,7,1276,1288,107,7.13,107,1,15,"","",""
106,"H. Kim","Crack and Noncrack Classification from Concrete Surface Images Using Machine Learning",2019,"Structural Health Monitoring","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85046807792&origin=inward",27,"2022-07-12 16:35:49","Article","10.1177/1475921718768747","1475-9217","https://api.elsevier.com/content/abstract/scopus_id/85046807792",18,3,725,738,106,35.33,106,1,3,"","",""
103,"R.F. Stengel","Intelligent Failure-Tolerant Control",1991,"IEEE Control Systems","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0026169341&origin=inward",28,"2022-07-12 16:35:49","Article","10.1109/37.88586","1066-033X","https://api.elsevier.com/content/abstract/scopus_id/0026169341",11,4,14,23,103,3.32,103,1,31,"","",""
101,"M. Maniruzzaman","Accurate Diabetes Risk Stratification Using Machine Learning: Role of Missing Value and Outliers",2018,"Journal of Medical Systems","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85045270757&origin=inward",29,"2022-07-12 16:35:49","Article","10.1007/s10916-018-0940-7","0148-5598","https://api.elsevier.com/content/abstract/scopus_id/85045270757",42,5,,,101,25.25,101,1,4,"","",""
101,"M. Mukovski","Detection of active and silent states in neocortical neurons from the field potential signal during slow-wave sleep",2007,"Cerebral Cortex","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33846030449&origin=inward",30,"2022-07-12 16:35:49","Article","10.1093/cercor/bhj157","1047-3211","https://api.elsevier.com/content/abstract/scopus_id/33846030449",17,2,400,414,101,6.73,101,1,15,"","",""
100,"Y. Chen","Flexible neural trees ensemble for stock index modeling",2007,"Neurocomputing","","https://api.elsevier.com/content/article/eid/1-s2.0-S0925231206002736","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33845997779&origin=inward",31,"2022-07-12 16:35:49","Article","10.1016/j.neucom.2006.10.005","0925-2312","https://api.elsevier.com/content/abstract/scopus_id/33845997779",70,4,697,703,100,6.67,100,1,15,"","",""
99,"T. Li","Robust stability for neural networks with time-varying delays and linear fractional uncertainties",2007,"Neurocomputing","","https://api.elsevier.com/content/article/eid/1-s2.0-S0925231207002718","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=35648948781&origin=inward",32,"2022-07-12 16:35:49","Article","10.1016/j.neucom.2007.08.012","0925-2312","https://api.elsevier.com/content/abstract/scopus_id/35648948781",71,1,421,427,99,6.60,99,1,15,"","",""
98,"P.J. Bauer","Constructing a past in infancy: a neuro-developmental account",2006,"Trends in Cognitive Sciences","","https://api.elsevier.com/content/article/eid/1-s2.0-S1364661306000532","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33645813376&origin=inward",33,"2022-07-12 16:35:49","Review","10.1016/j.tics.2006.02.009","1364-6613","https://api.elsevier.com/content/abstract/scopus_id/33645813376",10,4,175,181,98,6.13,98,1,16,"","",""
98,"K. Sternickel","Automatic pattern recognition in ECG time series",2002,"Computer Methods and Programs in Biomedicine","","https://api.elsevier.com/content/article/eid/1-s2.0-S0169260701001687","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0036207031&origin=inward",34,"2022-07-12 16:35:49","Article","10.1016/S0169-2607(01)00168-7","0169-2607","https://api.elsevier.com/content/abstract/scopus_id/0036207031",68,2,109,115,98,4.90,98,1,20,"","",""
95,"R. Lienhart","Reliable dissolve detection",2001,"Proceedings of SPIE - The International Society for Optical Engineering","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0035053938&origin=inward",35,"2022-07-12 16:35:49","Conference Paper","10.1117/12.410931","0277-786X","https://api.elsevier.com/content/abstract/scopus_id/0035053938",4315,,219,230,95,4.52,95,1,21,"","",""
94,"K. Zhang","Automated IT system failure prediction: A deep learning approach",2016,"Proceedings - 2016 IEEE International Conference on Big Data, Big Data 2016","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85015192347&origin=inward",36,"2022-07-12 16:35:49","Conference Paper","10.1109/BigData.2016.7840733","","https://api.elsevier.com/content/abstract/scopus_id/85015192347",,,1291,1300,94,15.67,94,1,6,"","",""
