Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
250,"F. Tang","Co-tracking using semi-supervised support vector machines",2007,"Proceedings of the IEEE International Conference on Computer Vision","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=50649099635&origin=inward",1,"2022-07-12 16:31:06","Conference Paper","10.1109/ICCV.2007.4408954","","https://api.elsevier.com/content/abstract/scopus_id/50649099635",,,,,250,16.67,250,1,15,"","",""
177,"A.K. Alexandridis","Wavelet neural networks: A practical guide",2013,"Neural Networks","","https://api.elsevier.com/content/article/eid/1-s2.0-S0893608013000129","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84873637949&origin=inward",2,"2022-07-12 16:31:06","Article","10.1016/j.neunet.2013.01.008","0893-6080","https://api.elsevier.com/content/abstract/scopus_id/84873637949",42,,1,27,177,19.67,177,1,9,"","",""
167,"M. Li","Confidence-based active learning",2006,"IEEE Transactions on Pattern Analysis and Machine Intelligence","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33748126301&origin=inward",3,"2022-07-12 16:31:06","Article","10.1109/TPAMI.2006.156","0162-8828","https://api.elsevier.com/content/abstract/scopus_id/33748126301",28,8,1251,1261,167,10.44,167,1,16,"","",""
156,"R. Mahajan","Unsupervised eye blink artifact denoising of EEG data with modified multiscale sample entropy, kurtosis, and wavelet-ICA",2015,"IEEE Journal of Biomedical and Health Informatics","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84920973671&origin=inward",4,"2022-07-12 16:31:06","Article","10.1109/JBHI.2014.2333010","2168-2194","https://api.elsevier.com/content/abstract/scopus_id/84920973671",19,1,158,165,156,22.29,156,1,7,"","",""
133,"A. Mellor","Exploring issues of training data imbalance and mislabelling on random forest performance for large area land cover classification using the ensemble margin",2015,"ISPRS Journal of Photogrammetry and Remote Sensing","","https://api.elsevier.com/content/article/eid/1-s2.0-S0924271615000945","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84928328671&origin=inward",5,"2022-07-12 16:31:06","Article","10.1016/j.isprsjprs.2015.03.014","0924-2716","https://api.elsevier.com/content/abstract/scopus_id/84928328671",105,,155,168,133,19.00,133,1,7,"","",""
129,"A. Onan","A fuzzy-rough nearest neighbor classifier combined with consistency-based subset evaluation and instance selection for automated diagnosis of breast cancer",2015,"Expert Systems with Applications","","https://api.elsevier.com/content/article/eid/1-s2.0-S0957417415003267","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84930676094&origin=inward",6,"2022-07-12 16:31:06","Article","10.1016/j.eswa.2015.05.006","0957-4174","https://api.elsevier.com/content/abstract/scopus_id/84930676094",42,20,6844,6852,129,18.43,129,1,7,"","",""
123,"V. Krishnan","A comparative study of machine-learning methods to predict the effects of single nucleotide polymorphisms on protein function",2003,"Bioinformatics","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0344033683&origin=inward",7,"2022-07-12 16:31:06","Article","10.1093/bioinformatics/btg297","1367-4803","https://api.elsevier.com/content/abstract/scopus_id/0344033683",19,17,2199,2209,123,6.47,123,1,19,"","",""
116,"W. Sheng","A weighted sum validity function for clustering with a hybrid niching genetic algorithm",2005,"IEEE Transactions on Systems, Man, and Cybernetics, Part B: Cybernetics","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=29144475139&origin=inward",8,"2022-07-12 16:31:06","Article","10.1109/TSMCB.2005.850173","1083-4419","https://api.elsevier.com/content/abstract/scopus_id/29144475139",35,6,1156,1167,116,6.82,116,1,17,"","",""
112,"D.K. Jones","Tractography GoneWild: Probabilistic Fibre Tracking Using the Wild Bootstrap With Diffusion Tensor MRI",2008,"IEEE Transactions on Medical Imaging","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=54449097343&origin=inward",9,"2022-07-12 16:31:06","Article","10.1109/TMI.2008.922191","0278-0062","https://api.elsevier.com/content/abstract/scopus_id/54449097343",27,9,1268,1274,112,8.00,112,1,14,"","",""
89,"S. Zhang","Identifying white-matter fiber bundles in DTI data using an automated proximity-based fiber clustering method",2008,"IEEE Transactions on Visualization and Computer Graphics","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=47649113234&origin=inward",10,"2022-07-12 16:31:06","Article","10.1109/TVCG.2008.52","1077-2626","https://api.elsevier.com/content/abstract/scopus_id/47649113234",14,5,1044,1053,89,6.36,89,1,14,"","",""
