Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
194,"Z. Lao","Computer-Assisted Segmentation of White Matter Lesions in 3D MR Images Using Support Vector Machine",2008,"Academic Radiology","","https://api.elsevier.com/content/article/eid/1-s2.0-S1076633207005831","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=39049098162&origin=inward",1,"2022-07-12 16:27:49","Article","10.1016/j.acra.2007.10.012","1076-6332","https://api.elsevier.com/content/abstract/scopus_id/39049098162",15,3,300,313,194,13.86,194,1,14,"","",""
135,"M. Elgendi","Fast QRS Detection with an Optimized Knowledge-Based Method: Evaluation on 11 Standard ECG Databases",2013,"PLoS ONE","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84884189764&origin=inward",2,"2022-07-12 16:27:49","Article","10.1371/journal.pone.0073557","1932-6203","https://api.elsevier.com/content/abstract/scopus_id/84884189764",8,9,,,135,15.00,135,1,9,"","",""
92,"P. Trivedi","LC-QuAD: A corpus for complex question answering over knowledge graphs",2017,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85032223660&origin=inward",3,"2022-07-12 16:27:49","Conference Paper","10.1007/978-3-319-68204-4_22","0302-9743","https://api.elsevier.com/content/abstract/scopus_id/85032223660",10588,,210,218,92,18.40,92,1,5,"","",""
31,"U. Furbach","An application of automated reasoning in natural language question answering",2010,"AI Communications","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77950283684&origin=inward",4,"2022-07-12 16:27:49","Conference Paper","10.3233/AIC-2010-0461","0921-7126","https://api.elsevier.com/content/abstract/scopus_id/77950283684",23,2,241,265,31,2.58,31,1,12,"","",""
27,"S. Zhang","Computer-Aided Diagnosis (CAD) of Pulmonary Nodule of Thoracic CT Image Using Transfer Learning",2019,"Journal of Digital Imaging","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85065229565&origin=inward",5,"2022-07-12 16:27:49","Article","10.1007/s10278-019-00204-4","0897-1889","https://api.elsevier.com/content/abstract/scopus_id/85065229565",32,6,995,1007,27,9.00,27,1,3,"","",""
21,"A. Duque","Co-occurrence graphs for word sense disambiguation in the biomedical domain",2018,"Artificial Intelligence in Medicine","","https://api.elsevier.com/content/article/eid/1-s2.0-S0933365717303627","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85044304673&origin=inward",6,"2022-07-12 16:27:49","Article","10.1016/j.artmed.2018.03.002","0933-3657","https://api.elsevier.com/content/abstract/scopus_id/85044304673",87,,9,19,21,5.25,21,1,4,"","",""
18,"M. Maher","SmartML: A meta learning-based framework for automated selection and hyperparameter tuning for machine learning algorithms",2019,"Advances in Database Technology - EDBT","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85064909859&origin=inward",7,"2022-07-12 16:27:49","Conference Paper","10.5441/002/edbt.2019.54","2367-2005","https://api.elsevier.com/content/abstract/scopus_id/85064909859",2019,,554,557,18,6.00,18,1,3,"","",""
15,"S. Mahdavifar","DeNNeS: deep embedded neural network expert system for detecting cyber attacks",2020,"Neural Computing and Applications","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85083901643&origin=inward",8,"2022-07-12 16:27:49","Article","10.1007/s00521-020-04830-w","0941-0643","https://api.elsevier.com/content/abstract/scopus_id/85083901643",32,18,14753,14780,15,7.50,15,1,2,"","",""
15,"A. Klaas","Simulation aided, knowledge based routing for AGVs in a distribution warehouse",2011,"Proceedings - Winter Simulation Conference","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84858040420&origin=inward",9,"2022-07-12 16:27:49","Conference Paper","10.1109/WSC.2011.6147883","0891-7736","https://api.elsevier.com/content/abstract/scopus_id/84858040420",,,1668,1679,15,1.36,15,1,11,"","",""
12,"P. Pezeshkpour","Investigating robustness and interpretability of link prediction via adversarial modifications",2019,"NAACL HLT 2019 - 2019 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies - Proceedings of the Conference","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85085559217&origin=inward",10,"2022-07-12 16:27:49","Conference Paper","","","https://api.elsevier.com/content/abstract/scopus_id/85085559217",1,,3336,3347,12,4.00,12,1,3,"","",""
12,"M.M. Abad-Grau","Evolution and challenges in the design of computational systems for triage assistance",2008,"Journal of Biomedical Informatics","","https://api.elsevier.com/content/article/eid/1-s2.0-S1532046408000130","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=44549088645&origin=inward",11,"2022-07-12 16:27:49","Review","10.1016/j.jbi.2008.01.007","1532-0464","https://api.elsevier.com/content/abstract/scopus_id/44549088645",41,3,432,441,12,0.86,12,1,14,"","",""
11,"A. Abbas","4S-DT: Self-Supervised Super Sample Decomposition for Transfer Learning with Application to COVID-19 Detection",2021,"IEEE Transactions on Neural Networks and Learning Systems","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85107193934&origin=inward",12,"2022-07-12 16:27:49","Article","10.1109/TNNLS.2021.3082015","2162-237X","https://api.elsevier.com/content/abstract/scopus_id/85107193934",32,7,2798,2808,11,11.00,11,1,1,"","",""
9,"A. Hürriyetoğlu","Cross-context news corpus for protest event-related knowledge base construction",2021,"Data Intelligence","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85114000915&origin=inward",13,"2022-07-12 16:27:49","Article","10.1162/dint_a_00092","2096-7004","https://api.elsevier.com/content/abstract/scopus_id/85114000915",3,2,308,335,9,9.00,9,1,1,"","",""
8,"Y. Chen","Scope of 3D Shape-Based Approaches in Predicting the Macromolecular Targets of Structurally Complex Small Molecules including Natural Products and Macrocyclic Ligands",2020,"Journal of Chemical Information and Modeling","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85084576737&origin=inward",14,"2022-07-12 16:27:49","Article","10.1021/acs.jcim.0c00161","1549-9596","https://api.elsevier.com/content/abstract/scopus_id/85084576737",60,6,2858,2875,8,4.00,8,1,2,"","",""
5,"R. Raman","Decision learning framework for architecture design decisions of complex systems and system-of-systems",2019,"Systems Engineering","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85074829253&origin=inward",15,"2022-07-12 16:27:49","Article","10.1002/sys.21517","1098-1241","https://api.elsevier.com/content/abstract/scopus_id/85074829253",22,6,538,560,5,1.67,5,1,3,"","",""
4,"X. Zhou","Joint Entity and Relation Extraction Based on Reinforcement Learning",2019,"IEEE Access","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85072577389&origin=inward",16,"2022-07-12 16:27:49","Article","10.1109/ACCESS.2019.2938986","2169-3536","https://api.elsevier.com/content/abstract/scopus_id/85072577389",7,,125688,125699,4,1.33,4,1,3,"","",""
4,"E. Davis","Knowledge Representation",2015,"International Encyclopedia of the Social &amp; Behavioral Sciences: Second Edition","","https://api.elsevier.com/content/article/eid/3-s2.0-B9780080970868430485","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85043447437&origin=inward",17,"2022-07-12 16:27:49","Book Chapter","10.1016/B978-0-08-097086-8.43048-5","","https://api.elsevier.com/content/abstract/scopus_id/85043447437",,,98,104,4,0.57,4,1,7,"","",""
3,"L. Jing","Extracting fuzzy rules from neural network in connectionist expert system",1996,"Proceedings of the SICE Annual Conference","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0030377786&origin=inward",18,"2022-07-12 16:27:49","Conference Paper","","","https://api.elsevier.com/content/abstract/scopus_id/0030377786",,,1383,1387,3,0.12,3,1,26,"","",""
2,"E. Esposito","Assessing the Relocation Robustness of on Field Calibrations for Air Quality Monitoring Devices",2018,"Lecture Notes in Electrical Engineering","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85034265135&origin=inward",19,"2022-07-12 16:27:49","Conference Paper","10.1007/978-3-319-66802-4_38","1876-1100","https://api.elsevier.com/content/abstract/scopus_id/85034265135",457,,303,312,2,0.50,2,1,4,"","",""
2,"D. Luzeaux","Acquisition of a qualitative model",1991,"Proceedings of the 3rd International Conference on Industrial and Engineering Applications of Artificial Intelligence and Expert Systems","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0025742137&origin=inward",20,"2022-07-12 16:27:49","Conference Paper","","","https://api.elsevier.com/content/abstract/scopus_id/0025742137",,,426,430,2,0.06,2,1,31,"","",""
1,"I.U. Haq","Evaluating and enhancing the robustness of sustainable neural relationship classifiers using query-efficient black-box adversarial attacks",2021,"Sustainability (Switzerland)","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85107527144&origin=inward",21,"2022-07-12 16:27:49","Article","10.3390/su13115892","2071-1050","https://api.elsevier.com/content/abstract/scopus_id/85107527144",13,11,,,1,1.00,1,1,1,"","",""
